,author,content,description,publishedAt,source,title,url,full_art
0,Jennifer Medina,"The Sanders campaign has collected more money from Latino donors both among individuals and total contributions than any other campaign, raising four times as much from the group as the Warren campaign and five times more than the Biden campaign, according to… [+1895 chars]",Bernie Sanders has raised more money from Latino donors than any of his Democratic rivals and he leads the field with Latino support in a new poll.,2019-11-08,The New York Times,‘Tío Bernie’ Is Courting the Latino Votes He Needs to Win,https://www.nytimes.com/2019/11/08/us/bernie-sanders-latino-voters.html,"The Sanders campaign has collected more money from Latino donors — both among individuals and total contributions — than any other campaign, raising four times as much from the group as the Warren campaign and five times as much as the Biden campaign, according to an analysis of ActBlue contributions by Juan M. Proaño, the chair of Plus Three, a fund-raising and technology group.

At a presidential forum sponsored by the League of United Latin American Citizens in Des Moines last month, Mr. Sanders spoke after Julián Castro, the former housing secretary, and Beto O’Rourke, the former Texas congressman. Only Mr. Sanders received a standing ovation as he entered the room.

In Los Angeles, a core group of Sanders volunteers from 2016 has stayed involved in causes they care about — successfully campaigning for a $15 minimum wage, marching with teachers during a weeklong strike for higher salaries and lobbying for Medicaid for undocumented immigrants.

Now, they are further galvanized by President Trump’s divisive language and hard-line policies toward immigrants. They are pressing their parents and their neighbors to join them, volunteering their Spanish at phone banks and organizing in the heavily Latino suburbs east of Los Angeles.

“In most campaigns, Latinos are usually an afterthought — we’re explicitly saying this is a cornerstone of our campaign,” said Rafael Návar , the California state director for the Sanders campaign. Earlier this month, the campaign opened field offices in the Central Valley and the Inland Empire, two heavily Latino regions of the state that are often overlooked in national elections. “We’re running the biggest operation in the biggest state, so we’re going to do better than we did the last time.”

In 2016, Mr. Sanders captured 45.7 percent of Democratic voters in California’s primary, compared to Hillary Clinton’s 53.4 percent.

The Sanders campaign office in East Los Angeles is tucked between taquerias in a small strip mall. During the October Democratic debate, it was filled with raucous energy — people in plastic folding chairs whooped with each jab Mr. Sanders took at the candidates surrounding him onstage."
1,Maggie Astor and Matt Stevens,"While President Trumps approval rating is very low, and he trails most of his potential Democratic challengers in national polls, he appears stronger in the states that will decide the election, according to a new set of polls from The New York Times and Sien… [+3556 chars]",Here’s a rundown of what happened in the Democratic primary race this week.,2019-11-09,The New York Times,"Bloomberg Is In, Maybe: This Week in the 2020 Race",https://www.nytimes.com/2019/11/09/us/politics/michael-bloomberg-2020-race-recap.html,"Trump is still competitive in swing states

While President Trump’s approval rating is very low, and he trails most of his potential Democratic challengers in national polls, he appears stronger in the states that will decide the election, according to a new set of polls from The New York Times and Siena College.

In the six closest states that went Republican in 2016, he trails Mr. Biden among registered voters, but is deadlocked with Senator Bernie Sanders and leads Ms. Warren.

You can read more about the polls here.

Speaking of battleground states, a progressive organization plans to spend $75 million on digital advertising to counter Mr. Trump’s early spending advantage in them. Our colleague Shane Goldmacher has the story.

A Steyer aide resigned

Pat Murphy, the Iowa political director for Tom Steyer, resigned after reports that he had offered campaign contributions to local Iowa candidates if they endorsed Mr. Steyer. The campaign said no contributions had actually been made.

“Our campaign policy is clear that we will not engage in this kind of activity, or any kind of communication that could be perceived as improper,” Mr. Steyer’s campaign manager, Heather Hargreaves, said in a statement on Friday announcing Mr. Murphy’s resignation. “Violation of this policy is not tolerated.”

Our colleague Stephanie Saul has more details on Mr. Murphy’s actions.

Sanders released an immigration plan

Mr. Sanders unveiled his immigration plan on Thursday, pledging to use executive action if Congress does not pass comprehensive legislation.

He said that on the first day of his presidency, he would reverse President Trump’s immigration policies, including the denial of asylum claims and the “zero tolerance” policy that has led to family separations. He also vowed to halt all deportations “until a thorough audit of current and past practices and policies is complete.”

More broadly, he called for ending deportations of people who have been in the United States for more than five years, creating a pathway to citizenship for undocumented immigrants, expanding the DACA program and making unauthorized immigration a civil, not criminal, offense.

Our colleague Reid J. Epstein has more details.

Mr. Sanders has been working hard to win over Latino voters, our colleague Jennifer Medina reports. He has raised more money than any other candidate from Latinos, and was leading among them in a recent set of New York Times/Siena College polls.

At a forum on Friday, Ms. Warren said she, too, was open to suspending deportations, “particularly as a way to push Congress for comprehensive immigration reform.”

In other policy news:

Senator Cory Booker of New Jersey announced an economic justice plan centered on what he called the City 2030 Project, in which 50 or more small and medium-size cities would be chosen as regional hubs and given federal funding. The plan would also create a fund for communities hurt by policies like the 1994 crime bill; strengthen antitrust regulations and block some corporate mergers; and expand tax-privileged “opportunity zones.”

Former Representative John Delaney of Maryland released a “Paris 2.0” proposal that would commit members of the United Nations Framework Convention on Climate Change to reaching net-zero carbon emissions by 2050 and create a global institute for research on technologies that might mitigate climate change.

Ms. Warren outlined how she would support veterans and service members, pledging to raise service members’ pay, expand mental health services and eliminate the benefits backlog at federal agencies.

And finally …

Ms. Warren has wholeheartedly embraced attacks from Wall Street, and on Thursday, she took it one step further: Her campaign released a “calculator for the billionaires.”

“Some billionaires seem confused about how much they would pay under Elizabeth’s Ultra-Millionaire Tax,” it says. “Don’t worry, now we have a calculator for that too.”"
2,Jonathan Martin and Katie Glueck,"It would be great for a woman to be president, said Mr. Stewart, of West Palm Beach. Mr. Stewart, a logistics manager, identifies as African-American. I believe in some of the thoughts she has about health care and equal rights for everybody.
As for Mr. Bide… [+1418 chars]",A New York Times/Siena College survey in six key states also showed voters want a candidate who can work with Republicans.,2019-11-08,The New York Times,"Democrats in Battleground States Prefer Moderate Nominee, Poll Shows",https://www.nytimes.com/2019/11/08/us/politics/democrats-poll-moderates-battleground.html,"The party’s voters are more evenly split on the scale of change they are seeking from their nominee: 49 percent said they preferred a candidate who would return politics in Washington to normal, while 45 percent hope for one who will bring fundamental change to American society.

The poll showed a top tier of three candidates in the battleground states: Former Vice President Joseph R. Biden Jr. and Senators Elizabeth Warren and Bernie Sanders. Mr. Biden was leading in five of the six states, while Ms. Warren enjoyed a narrow advantage within the margin of error in Wisconsin, where Mr. Sanders also appeared strong. No other candidate registered in double digits in any of the states surveyed.

While Democrats have unambiguously moved to the left in the decade since President Barack Obama took office, as Republicans eagerly point out, the poll illustrates that the party’s identity is more complex than the opposition and some progressive activists would portray it.

Democratic voters in the six states, each of which Mr. Trump carried three years ago, are split almost equally in how they described themselves ideologically: 49 percent say they are moderate or conservative, while 48 percent indicate they are very liberal or somewhat liberal."
3,,"That so many Americans still support him support the alienation of our allies, the destruction of our values, the death of democracy has both incensed and frightened me. Weve seen this movie before; it doesnt end well.
Sheila LevinNew YorkThe writer is forme… [+1683 chars]",Readers discuss polling data that indicates the president is likely to be competitive in the Electoral College against the three leading Democratic candidates.,2019-11-08,The New York Times,Polls Showing a Close Race in Battleground States,https://www.nytimes.com/2019/11/08/opinion/letters/polls-battleground-states.html,"That so many Americans still support him — support the alienation of our allies, the destruction of our values, the death of democracy — has both incensed and frightened me. We’ve seen this movie before; it doesn’t end well.

Sheila Levin

New York

The writer is former assistant director of the American Jewish Congress.

To the Editor:

Re “Trump Is Remaining Competitive if Not Popular” (front page, Nov. 5), about polls showing that the president is “highly competitive” against the three top Democratic candidates in battleground states:

A year out from the presidential election the Democrats are already making many of the same fatal mistakes they made in 2016. Elizabeth Warren, whatever her merits as a leader, will never beat Donald Trump in the general election. She, like Hillary Clinton before her, is perceived as too liberal by too many voters. Furthermore, I believe there is little either Ms. Warren or her supporters can do to change this perception over the next 12 months.

On the other hand, Joe Biden is seen as too moderate and ineffectual by many in the party. What will Warren supporters likely to do should Mr. Biden get the nomination? Just what they did in the last election when their favorite son, Bernie Sanders, failed to get it — stay home in protest.

All the while, President Trump and his people are lapping it up. Right now, things are going far better than even they dared hope.

Joe Elliott

Asheville, N.C.

To the Editor:

It ’s abundantly clear by now that it is futile for the Democrats to try to win over President Trump’s supporters. But there is another way they can win the battleground states, and with them the election: by taking advantage of the surplus of Democratic voters in California and New York. In 2016, the Democrats won those two states by a total of six million votes. If enough of these voters moved to the battleground states — retirees being the most obvious candidates — Mr. Trump would be defeated."
4,"Tarini Parti, Emily Glazer, Ken Thomas","Billionaire 
Michael Bloomberg
is drawing up a strategy to build campaign staff in states that hold March 2020 primary contests, according to people familiar with his plans, as he leans toward entering the Democratic presidential race despite a difficult pa… [+5958 chars]",Billionaire and former New York mayor is likely to further divide bloc of moderate Democratic voters,2019-11-08,The Wall Street Journal,,https://www.wsj.com/articles/michael-bloomberg-makes-plans-to-build-campaign-staff-in-march-presidential-primary-states-11573252778,"Billionaire Michael Bloomberg is drawing up a strategy to build campaign staff in states that hold March 2020 primary contests, according to people familiar with his plans, as he leans toward entering the Democratic presidential race despite a difficult path to the nomination.

Other Democratic presidential campaigns have been more invested in the first few states to vote, including Iowa and New Hampshire, which cast ballots in early February. Howard Wolfson, an adviser to Mr. Bloomberg, said those candidates had a “big head..."
5,Sydney Ember,"Youre not going to get elected president by avoiding Iowa, by avoiding New Hampshire, South Carolina and Nevada, Mr. Sanders said. Youre not going to buy this election by spending hundreds of millions of dollars on media in California. Those days are gone. 
… [+1471 chars]","Appearing in Iowa with Alexandria Ocasio-Cortez, Bernie Sanders pushed his populist message and drew a contrast between his grass-roots support and Mr. Bloomberg’s billions.",2019-11-10,The New York Times,"Sanders Rebukes Bloomberg: ‘Sorry, You Ain’t Going to Buy This Election’",https://www.nytimes.com/2019/11/09/us/politics/bernies-sanders-michael-bloomberg-billions.html,"CORALVILLE, Iowa — Bernie Sanders on Saturday unleashed his most forceful rebuke yet of Michael R. Bloomberg’s potential presidential bid, warning the former mayor of New York that he would not be able to “buy this election” and chastising his plan to skip campaigning in the early states.

Speaking at a rally in Coralville, near the liberal home of the University of Iowa, Mr. Sanders, the senator from Vermont, repeatedly addressed Mr. Bloomberg by name, almost daring him to enter a Democratic primary race that has already been in progress for months.

“Our campaign is going to end the grotesque level of income and wealth inequality which exists in America today,” said Mr. Sanders, who was joined by Representative Alexandria Ocasio-Cortez, a standard-bearer of the progressive left. “So tonight we say to Michael Bloomberg and other billionaires: Sorry, you ain’t going to buy this election.”

He also derided Mr. Bloomberg’s intended strategy of bypassing the key early voting states where so many of the current candidates are devoting time, money and resources."
6,Maggie Astor and Matt Stevens,"While President Trumps approval rating is very low, and he trails most of his potential Democratic challengers in national polls, he appears stronger in the states that will decide the election, according to a new set of polls from The New York Times and Sien… [+3556 chars]",Here’s a rundown of what happened in the Democratic primary race this week.,2019-11-09,The New York Times,"Bloomberg Is In, Maybe: This Week in the 2020 Race",https://www.nytimes.com/2019/11/09/us/politics/michael-bloomberg-2020-race-recap.html,"Trump is still competitive in swing states

While President Trump’s approval rating is very low, and he trails most of his potential Democratic challengers in national polls, he appears stronger in the states that will decide the election, according to a new set of polls from The New York Times and Siena College.

In the six closest states that went Republican in 2016, he trails Mr. Biden among registered voters, but is deadlocked with Senator Bernie Sanders and leads Ms. Warren.

You can read more about the polls here.

Speaking of battleground states, a progressive organization plans to spend $75 million on digital advertising to counter Mr. Trump’s early spending advantage in them. Our colleague Shane Goldmacher has the story.

A Steyer aide resigned

Pat Murphy, the Iowa political director for Tom Steyer, resigned after reports that he had offered campaign contributions to local Iowa candidates if they endorsed Mr. Steyer. The campaign said no contributions had actually been made.

“Our campaign policy is clear that we will not engage in this kind of activity, or any kind of communication that could be perceived as improper,” Mr. Steyer’s campaign manager, Heather Hargreaves, said in a statement on Friday announcing Mr. Murphy’s resignation. “Violation of this policy is not tolerated.”

Our colleague Stephanie Saul has more details on Mr. Murphy’s actions.

Sanders released an immigration plan

Mr. Sanders unveiled his immigration plan on Thursday, pledging to use executive action if Congress does not pass comprehensive legislation.

He said that on the first day of his presidency, he would reverse President Trump’s immigration policies, including the denial of asylum claims and the “zero tolerance” policy that has led to family separations. He also vowed to halt all deportations “until a thorough audit of current and past practices and policies is complete.”

More broadly, he called for ending deportations of people who have been in the United States for more than five years, creating a pathway to citizenship for undocumented immigrants, expanding the DACA program and making unauthorized immigration a civil, not criminal, offense.

Our colleague Reid J. Epstein has more details.

Mr. Sanders has been working hard to win over Latino voters, our colleague Jennifer Medina reports. He has raised more money than any other candidate from Latinos, and was leading among them in a recent set of New York Times/Siena College polls.

At a forum on Friday, Ms. Warren said she, too, was open to suspending deportations, “particularly as a way to push Congress for comprehensive immigration reform.”

In other policy news:

Senator Cory Booker of New Jersey announced an economic justice plan centered on what he called the City 2030 Project, in which 50 or more small and medium-size cities would be chosen as regional hubs and given federal funding. The plan would also create a fund for communities hurt by policies like the 1994 crime bill; strengthen antitrust regulations and block some corporate mergers; and expand tax-privileged “opportunity zones.”

Former Representative John Delaney of Maryland released a “Paris 2.0” proposal that would commit members of the United Nations Framework Convention on Climate Change to reaching net-zero carbon emissions by 2050 and create a global institute for research on technologies that might mitigate climate change.

Ms. Warren outlined how she would support veterans and service members, pledging to raise service members’ pay, expand mental health services and eliminate the benefits backlog at federal agencies.

And finally …

Ms. Warren has wholeheartedly embraced attacks from Wall Street, and on Thursday, she took it one step further: Her campaign released a “calculator for the billionaires.”

“Some billionaires seem confused about how much they would pay under Elizabeth’s Ultra-Millionaire Tax,” it says. “Don’t worry, now we have a calculator for that too.”"
7,Patricia Cohen,"Warren Buffett, a billionaire since 1990, would have amassed $10.4 billion rather than $88.3 billion. Mark Zuckerberg, who became a billionaire at 23 in 2008, would have $32.5 billion instead of $61 billion. 
Mr. Sanders, who has also fashioned a wealth tax,… [+1341 chars]",Elizabeth Warren’s tax proposals would significantly curb the gigantic fortunes of America’s richest families over time.,2019-11-10,The New York Times,Warren Would Take Billionaires Down a Few Billion Pegs,https://www.nytimes.com/2019/11/10/business/economy/warren-billionaires-wealth-tax.html,"Ms. Warren, from Massachusetts, is not the only Democratic presidential candidate to promise to corral the galloping growth of riches controlled by those at the top. But she has steered away from demonizing it like Senator Bernie Sanders of Vermont, describing herself as a “capitalist to my bones.”

In a post on Medium, she said she was simply asking “those who have done really well in the last few decades to pay their fair share.”

And she detailed her plan in response to rival candidates who demanded that she explain how she would pay for her “Medicare for All” proposal, rather than in response to complaints that her previous ideas did not sufficiently soak the superrich.

But if her methods and motivation differ, the result would be similar. Over time, billionaires would have many fewer billions.

Gabriel Zucman , who has advised Ms. Warren, said that is the point. “You had a good idea at 30, that’s great, you can be a multibillionaire for 10 to 20 years,” he said of entrepreneurs in an email. “What an annual wealth tax of 6 percent does is that it makes it harder to stay a multibillionaire at age 70, 90, etc. It makes wealth circulate.”

He and Emmanuel Saez , both economists at the University of California, Berkeley, estimated what the impact would have been if Ms. Warren’s wealth tax had been in effect from 1982 to 2018.

The combined trove owned by the 400 wealthiest Americans would be 42 percent of the $2.9 trillion total that Forbes estimated last year."
8,Sydney Ember,"Youre not going to get elected president by avoiding Iowa, by avoiding New Hampshire, South Carolina and Nevada, Mr. Sanders said. Youre not going to buy this election by spending hundreds of millions of dollars on media in California. Those days are gone. 
… [+1471 chars]","Appearing in Iowa with Alexandria Ocasio-Cortez, Bernie Sanders pushed his populist message and drew a contrast between his grass-roots support and Mr. Bloomberg’s billions.",2019-11-10,The New York Times,"Sanders Rebukes Bloomberg: ‘Sorry, You Ain’t Going to Buy This Election’",https://www.nytimes.com/2019/11/09/us/politics/bernies-sanders-michael-bloomberg-billions.html,"CORALVILLE, Iowa — Bernie Sanders on Saturday unleashed his most forceful rebuke yet of Michael R. Bloomberg’s potential presidential bid, warning the former mayor of New York that he would not be able to “buy this election” and chastising his plan to skip campaigning in the early states.

Speaking at a rally in Coralville, near the liberal home of the University of Iowa, Mr. Sanders, the senator from Vermont, repeatedly addressed Mr. Bloomberg by name, almost daring him to enter a Democratic primary race that has already been in progress for months.

“Our campaign is going to end the grotesque level of income and wealth inequality which exists in America today,” said Mr. Sanders, who was joined by Representative Alexandria Ocasio-Cortez, a standard-bearer of the progressive left. “So tonight we say to Michael Bloomberg and other billionaires: Sorry, you ain’t going to buy this election.”

He also derided Mr. Bloomberg’s intended strategy of bypassing the key early voting states where so many of the current candidates are devoting time, money and resources."
9,Sydney Ember,"I cannot think of any member of Congress who has done more within one year to fundamentally transform American politics, Mr. Sanders said in Council Bluffs.
Yet what remains unclear, even after her positive reception this weekend, is whether Ms. Ocasio-Corte… [+1553 chars]",He’s 78. She’s 30. For two days they traveled through Iowa bringing their progressive message to the heartland.,2019-11-11,The New York Times,Ocasio-Cortez and Bernie Sanders Star in Their Own Iowa Buddy Movie,https://www.nytimes.com/2019/11/10/us/politics/bernie-sanders-aoc-iowa.html,"“When people try to accuse us of going too far left — we’re not pushing the party left,” she said, to raucous applause, “We are bringing the party home.”

On a two-day swing through Iowa this weekend Ms. Ocasio-Cortez and Mr. Sanders, the senator from Vermont, traversed the state in tandem, an unlikely duo separated in age by nearly half a century, spreading their ideology in an unlikely place. They held rallies in Council Bluffs on the state’s conservative western edge and in Coralville, near the liberal home of the University of Iowa. They hosted a climate change forum in Des Moines.

The trip was their first together since Ms. Ocasio-Cortez, 30, endorsed Mr. Sanders, 78, last month, a decision that immediately jolted the Democratic primary and injected fresh energy into his campaign. Less than three weeks after he suffered his heart attack, they held an enormous rally in New York City that both demonstrated his political strength and deflected attention away from his health and age.

Now, as Mr. Sanders reboots his campaign and prepares for an all-out push in Iowa, he is on a quest to lure the progressive left to him and away from Senator Elizabeth Warren of Massachusetts and to convince the country that they need a wholesale revolution rather than “big, structural change.”

In Iowa, having Ms. Ocasio-Cortez by his side could prove a powerful weapon, as he and Ms. Warren remain locked in an intense battle to win over progressive caucusgoers with political appeals and policy plans. Mr. Sanders’s campaign is confident that Ms. Ocasio-Cortez will help motivate young people, a group that was critical to his success in 2016 but is now also excited by Ms. Warren, as well as the entrepreneur Andrew Yang."
