,author,content,description,publishedAt,source,title,url,full_art
0,Inyoung Kang,"If she gets elected president, then I would bet that we will have a legal challenge, and I would bet that we will win the legal challenge, Mark Zuckerberg, Facebooks chief executive, said of Ms. Warren and her plan, according to leaked recordings of comments … [+1048 chars]","Wednesday: Mark Zuckerberg rails against Facebook’s critics and Senator Elizabeth Warren. Also: A decision in the Harvard admissions case, and a songstress on the L.A. Metro.",2019-10-02,The New York Times,"How Elizabeth Warren Responded to Mark Zuckerberg’s Criticism, on Twitter",https://www.nytimes.com/2019/10/02/us/mark-zuckerberg-elizabeth-warren.html,"“If she gets elected president, then I would bet that we will have a legal challenge, and I would bet that we will win the legal challenge,” Mark Zuckerberg, Facebook’s chief executive, said of Ms. Warren and her plan, according to leaked recordings of comments he made to Facebook employees.

“Does that still suck for us? Yeah. I mean, I don’t want to have a major lawsuit against our own government. That’s not like the position you want to be in. We care about our country and want to work with our government to do good things,” he added. “But look, at the end of the day, if someone’s going to try to threaten something that existential, you go to the mat and you fight.”

Ms. Warren has built her campaign around a call for “big, structural change” and has garnered significant support by releasing a series of detailed policy proposals like the one on how she would break up giant tech companies.

Shortly after The Verge published Mr. Zuckerberg’s remarks, Ms. Warren responded on Twitter. And she did not mince words.

“What would really ‘suck,’” she said, mimicking Mr. Zuckerberg’s language, “is if we don’t fix a corrupt system that lets giant companies like Facebook engage in illegal anticompetitive practices, stomp on consumer privacy rights, and repeatedly fumble their responsibility to protect our democracy.”"
1,Alan Rappeport and Thomas Kaplan,"The tax proposed by Ms. Warren would apply to households worth over $50 million. She would impose a 2 percent tax on net worth above $50 million, and a 3 percent tax on net worth above $1 billion.
The plan from Mr. Sanders would apply to a larger number of h… [+2140 chars]",Proposals from Elizabeth Warren and Bernie Sanders have raised concerns from economists and business leaders who fear the plans would sap economic growth.,2019-10-01,The New York Times,Democrats’ Plans to Tax Wealth Would Reshape U.S. Economy,https://www.nytimes.com/2019/10/01/us/politics/sanders-warren-wealth-tax.html,"The dueling policy proposals from Ms. Warren and Mr. Sanders come as they compete intensely for support from the same universe of liberal voters and activists. Their tax proposals are helping to galvanize those on the left, but their ideas will also provide fodder for Republicans eager to paint them in a general election as tax-happy and too liberal.

Polls have found widespread support for the idea of taxing wealth. A poll conducted for The New York Times by the internet research firm SurveyMonkey this summer found that two-thirds of Americans, including a majority of Republicans, backed a 2 percent tax on households worth over $50 million, which is the heart of Ms. Warren’s plan.

The proposals for a wealth tax are among a variety of ideas for collecting more tax revenue that Democratic presidential candidates have put forward. On Monday, Mr. Sanders proposed a new tax on corporations that have a huge gap between what they pay their chief executive and their median worker. Jared Bernstein, who was chief economist for Vice President Joseph R. Biden Jr. from 2009 to 2011, said he has discussed with the Biden campaign a proposal to tax financial transactions.

[The latest data and analysis to keep track of who’s leading the race to be the Democratic nominee.]

On the campaign trail, Ms. Warren explains the concept of a wealth tax by putting it in familiar terms, likening it to the property taxes that many Americans pay on their homes. For the superrich, she said in South Carolina on Saturday, “how about we include in yours not only your real estate, but also your stock portfolio, the diamonds, the Rembrandt and the yacht?”

Mr. Sanders is blunt about his desire to reduce the size of America’s biggest fortunes, even highlighting how much individual billionaires would have to pay in taxes under his proposal. He said last week that he did not believe billionaires should exist in the United States.

“There’s no question to my mind that the United States is moving toward an oligarchy,” Mr. Sanders said. “This is an issue that has to be addressed, and this wealth tax begins to do that.”"
2,Matt Stevens,"In the audio recording clipped and published by The Verge, Mr. Zuckerberg ties his criticism of Ms. Warrens plan to concerns about election interference. 
Its just that breaking up these companies, whether its Facebook or Google or Amazon, is not actually go… [+1493 chars]","In leaked audio, Mark Zuckerberg said he would sue over Elizabeth Warren’s plan to break up the company. She responded in kind.",2019-10-01,The New York Times,Elizabeth Warren Doesn’t Care if Mark Zuckerberg Thinks Her Policies Are Bad for Facebook,https://www.nytimes.com/2019/10/01/us/politics/elizabeth-warren-mark-zuckerberg-facebook.html,"For months, Senator Elizabeth Warren of Massachusetts has made “big, structural change,” the rallying cry of her presidential campaign. And when it comes to the tech sector, that has meant taking square aim at giant companies like Facebook — companies she says have become so large that they are stifling competition.

Ms. Warren rolled out a proposal to break up Facebook, Amazon and other tech giants in March. To ensure that tech workers got her message, her campaign paid for a billboard near a major transit station in San Francisco. It read “Break Up Big Tech,” in capital letters.

On Tuesday, nearly seven months after Ms. Warren first unveiled her plan, The Verge offered a window into what Mark Zuckerberg, Facebook’s chief executive, thinks about it. In leaked audio recordings of open meetings with employees this summer, Mr. Zuckerberg can be heard saying that the company would sue if Ms. Warren were to enact the plan as president.

“If she gets elected president, then I would bet that we will have a legal challenge, and I would bet that we will win the legal challenge,” he said."
3,Shane Goldmacher,Mr. Bidens campaign has said he scored his best week of fund-raising since the second week of the campaign as Democrats initiated an impeachment inquiry of Mr. Trump over a whistle-blower complaint claiming that Mr. Trump prodded the president of Ukraine to i… [+1938 chars],"In the last three months, Bernie Sanders raised $25.3 million. Pete Buttigieg raised $19.1 million and Kamala Harris $11.6 million, at a time when donations signal viability.",2019-10-02,The New York Times,Sanders Posts Biggest Money Haul of Quarter. Will Warren Top Him?,https://www.nytimes.com/2019/10/01/us/politics/democrats-q3-fundraising-numbers.html,"This weekend, top Biden donors and bundlers have been invited to a retreat in Philadelphia to discuss the campaign’s next phase.

Mr. Biden’s campaign has said he scored his best week of fund-raising since the second week of the campaign as Democrats initiated an impeachment inquiry of Mr. Trump over a whistle-blower complaint claiming that Mr. Trump prodded the president of Ukraine to investigate the business dealings there of Mr. Biden’s son Hunter Biden.

Still, some Biden supporters are nervous about how the impeachment process, and any added scrutiny of Hunter Biden’s business affairs, will play out. Some have even discussed creating a super PAC, which the campaign quickly disavowed. Others see in Ms. Warren’s rise as a top rival, with Mr. Sanders in third, an opportunity for Mr. Biden to truly consolidate a donor class that has remained fractured.

Mr. Biden’s ability to attract small donors will be closely scrutinized. In the last 90 days, his campaign ranked 10th among the Democratic presidential candidates for advertising dollars on Facebook, where campaigns often prospect for new contributors. He spent less than one-quarter of what Mr. Buttigieg had spent on the platform in that time, and well less than half of what Ms. Warren and Mr. Sanders had spent, according to Facebook data.

Mr. Biden told donors at a sushi restaurant in Los Angeles last week that he had nearly 670,000 donations overall with an average donation of $46, which would translate to only about $10.8 million this quarter. A Biden campaign official said the former vice president had not presented the “full picture” but declined to elaborate.

A Biden campaign official said Tuesday that the former vice president had “unequivocally’’ raised enough money to be competitive in the primary race, and that details would be released soon.

[Sign up for our politics newsletter and join the conversation around the 2020 presidential race.]

Steve Westly, a bundler for Mr. Biden in California, said that skeptics and critics place too much importance on any one measurement of Mr. Biden’s candidacy."
4,Sydney Ember,"Mr. Sanders announced his total for the quarter just minutes after Mayor Peter Buttigieg of South Bend, Ind., said he had raised $19.1 million in the same period.
The fund-raising announcement comes as Mr. Sanderss campaign begins a crucial phase of his pres… [+1206 chars]",The big haul in the third quarter of 2019 reflected the senator’s continued strength with small-dollar donors.,2019-10-01,The New York Times,Bernie Sanders Raises $25.3 Million for Presidential Bid,https://www.nytimes.com/2019/10/01/us/politics/bernie-sanders-fundraising.html,"His third-quarter dollar total exceeds the $18 million he raised in the second quarter, which was roughly the same amount he collected during the first six weeks of his campaign at the beginning of the year. His campaign did not say how much cash it had on hand.

Mr. Sanders announced his total for the quarter just minutes after Mayor Pete Buttigieg of South Bend, Ind., said he had raised $19.1 million in the same period.

The fund-raising announcement comes as Mr. Sanders’s campaign begins a crucial phase of his presidential bid. He and his advisers had tried for months to portray the race as a battle between Mr. Sanders and Joseph R. Biden Jr., but the surge of Ms. Warren, his chief ideological rival, has scrambled that strategy. The top tier of candidates in the field has narrowed faster than his advisers expected, complicating matters: Rather than competing for the nomination with a half dozen candidates, he is essentially battling just two right now — Mr. Biden and Ms. Warren."
5,Astead W. Herndon,"This is a campaign that is growing, expanding, and built to win this primary, Mr. Rodriguez said in a statement. We are ready to harness the energy of our thousands of grass-roots volunteers to phone bank, knock doors and turn out the vote for Kamala in these… [+1588 chars]","The California senator raised about half of her total funds from digital fund-raising, a campaign spokesman said.",2019-10-01,The New York Times,"Kamala Harris, Trailing Top Rivals, Raises $11.6 Million in Third Quarter",https://www.nytimes.com/2019/10/01/us/politics/kamala-harris-fundraising.html,"Senator Kamala Harris of California has raised $11.6 million in the past three months, her campaign said on Tuesday, a total that almost identically matches her fund-raising totals from previous quarters, when she also raised around $12 million.

Ms. Harris’s third-quarter number is far below what some other candidates reported this week: Mayor Pete Buttigieg of South Bend, Ind., raised $19.1 million; Senator Bernie Sanders of Vermont announced an eye-popping $25.3 million haul, the largest of any candidate this cycle. Two other top tier candidates, Senator Elizabeth Warren of Massachusetts and former Vice President Joseph R. Biden Jr., have yet to release their third-quarter totals.

Ms. Harris’s total for the second quarter of the year was $11.8 million, helped by a strong online donation push in the final days. This quarter, which included a summer largely spent at a slew of closed-door events and away from the campaign trail , Ms. Harris has seen her financial standing hold steady even as her political prospects fell. Polling now has her increasingly falling behind the race’s top-tier candidates."
6,,The U.S. Court of Appeals for the District of Columbia ruled that the F.C.C. was within its rights to stop regulating high-speed internet delivery as a utility. We decline to yet again flick the on-off switch of common-carrier regulation under these circumsta… [+1292 chars],"In leaked audio conversations with employees, the Facebook chief said he would take Ms. Warren to court if she tried to break up the company.",2019-10-02,The New York Times,DealBook Briefing: It’s Elizabeth Warren vs. Mark Zuckerberg,https://www.nytimes.com/2019/10/02/business/dealbook/warren-zuckerberg-facebook.html,"Good Wednesday morning. (Was this email forwarded to you? Sign up here.)

Zuckerberg would take Warren to court over a Facebook breakup plan

In leaked audio conversations with Facebook employees, Mark Zuckerberg can be heard saying he would sue Senator Elizabeth Warren if she moved to break up Facebook, Matt Stevens of the NYT reports.

Ms. Warren has said she would split up big tech companies like Facebook, Google and Amazon if she becomes president.

“If she gets elected president, then I would bet that we will have a legal challenge, and I would bet that we will win the legal challenge,” Mr. Zuckerberg said in recordings from a July internal meeting published by The Verge. “Does that still suck for us? Yeah.”

The recordings pit a leading Democrat candidate for president against a tech giant “at a time when Silicon Valley in general and Facebook in particular continue to be scrutinized for their efforts to combat disinformation and prevent election interference in 2020 and beyond,” Mr. Stevens writes."
7,,"This does not mean she has a ceiling on her overall support, in the sense that there is a hard cap on it. In surveys, a large majority of Democrats like Ms. Warren and say theyre considering her for the nomination. And the substantively populist elements of h… [+1629 chars]",How the Average Joe (and Jane) Could Wind Up Stopping Warren The New York Times View full coverage on Google News,2019-10-01,The New York Times,How the Average Joe (and Jane) Could Wind Up Stopping Warren - The New York Times,https://www.nytimes.com/2019/10/01/upshot/warren-2020-democratic-primary.html,"Elizabeth Warren is gaining. She has breached 20 percent of the vote in recent national surveys and might hold a narrow lead in Iowa and New Hampshire. The prediction markets now consider her a clear favorite to win the nomination. It can be hard to see how her Democratic rivals will attack or stop her.

But the challenge facing Ms. Warren, if past primaries are any indication, isn’t those rivals. It is whether she will hit a wall: the rank and file of the Democratic primary electorate.

In primary after primary, the candidates of the party’s left-liberal activists have failed to win the more typical members of the Democratic Party. These voters don’t show up at rallies or post on political Twitter. They are more moderate. They are disproportionately nonwhite; Southern; and less likely to have graduated from college. But in the modern era, they have usually had the votes to decide the nomination. In August, t hey even had the votes to sway an Iowa straw poll to Joe Biden when other candidates attracted far bigger crowds at the same fai r.

To win the nomination, Ms. Warren will need to advance beyond her factional base to a broader coalition. Historically, many left-liberal candidates have found it easy to attract 20-plus percent in the polls and five-digit crowds on the stump. Howard Dean (2004) and Bernie Sanders (2016) had done so by this point in the election cycle. But such candidates have found it far harder to win."
8,David Leonhardt,"There are two problems with the arguments from these opponents. First, theyre based on a premise that the American economy is doing just fine and we shouldnt mess with success. But as the statistics above make clear, the economy is not doing fine. The country… [+1594 chars]",Don’t believe the scaremongering.,2019-10-02,The New York Times,A Wealth Tax Is Pro-Growth,https://www.nytimes.com/2019/10/02/opinion/wealth-tax-elizabeth-warren-bernie-sanders.html,"There are two problems with the arguments from these opponents. First, they’re based on a premise that the American economy is doing just fine and we shouldn’t mess with success. But as the statistics above make clear, the economy is not doing fine. The country should be looking for new approaches.

Second, while it’s plausible that a wealth tax might further depress economic growth, it’s also plausible that a wealth tax would accelerate economic growth. Somehow, the opponents leave out that part.

How would it accelerate growth? Right now, the American economy is suffering from extreme inequality. A large portion of society’s resources are held by a tiny slice of people, who aren’t using the resources very efficiently. As my colleague Paul Krugman wrote this week, referring to Warren’s plans, “The only people who would be directly affected by her tax proposals are those who more or less literally have more money than they know what to do with.”

Sure, it’s theoretically possible that some entrepreneurs and investors might work less hard because of a 2 percent annual tax on their holdings above $50 million (the tax threshold under the Warren plan), thus sapping economic growth. But it’s more likely that any such effect would be small — and more than outweighed by the return that the economy would get on the programs that a wealth tax would finance, like education, scientific research, infrastructure and more. Those basic investments all have a long record of lifting economic growth. The very wealthy, however, don’t tend to spend much of their money building roads, starting community colleges or financing clean energy.

So don’t be fooled by the scaremongering. A wealth tax would have a significant effect on the economy’s distribution but probably only a modest effect on the growth rate. And if anything, the tax is likely to be pro-growth."
9,Kara Swisher,"Hes a robot, my son commented to me when watching Mr. Zuckerbergs most recent appearance in Washington. Hes not, I replied. He just plays one on TV.
But in fact, unless a reporter like me occasionally knocks him off his talking-points game in an interview, M… [+2061 chars]",He puts on a good front in Washington. But a leaked recording reveals what seems to keep him up at night.,2019-10-02,The New York Times,The Sum of Zuckerberg’s Fears,https://www.nytimes.com/2019/10/02/opinion/zuckerberg-elizabeth-warren.html,"It’s a relief that Mark Zuckerberg is finally facing an existential crisis.

The problem is that his existential crisis — instead of being about the damage his giant social media company might be causing our society — is all about the trustbusting stylings of Senator Elizabeth Warren.

Thanks to Casey Newton of The Verge — a tech news organization that I work with in my role as an editor for Vox Media, the parent company of The Verge — this week we got to hear what Mr. Zuckerberg really thinks. On Tuesday, the Verge released an audio recording of the Facebook chief executive talking to employees in a closed-door Q. and A. session. Mr. Zuckerberg’s frank words were not meant for public consumption.

Ms. Warren, the intense and substantive politician who has morphed into the Teddy Roosevelt of the digital age, is clearly top of mind for Silicon Valley’s man-boy king. From the sound of it, she really, really bugs him. Consider this stemwinder from Mr. Zuckerberg, someone who usually is at a loss for words:

So there might be a political movement where people are angry at the tech companies or are worried about concentration or worried about different issues and worried that they’re not being handled well. That doesn’t mean that, even if there’s anger and that you have someone like Elizabeth Warren who thinks that the right answer is to break up the companies … I mean, if she gets elected president, then I would bet that we will have a legal challenge, and I would bet that we will win the legal challenge. And does that still suck for us? Yeah. I mean, I don’t want to have a major lawsuit against our own government. I mean, that’s not the position that you want to be in when you’re, you know, I mean … it’s like, we care about our country and want to work with our government and do good things. But look, at the end of the day, if someone’s going to try to threaten something that existential, you go to the mat and you fight.

[Kara Swisher answered your questions about this column on Twitter.]

This scoop was a favor to all of us for allowing a glimpse at what Mr. Zuckerberg truly thinks and says when he is comfortable and voluble at his fanciful park-topped headquarters in Menlo Park, Calif.

Usually, we see him when duded-up in coat and tie and an awkward plastered-on smile under klieg lights at a hearing room on Capitol Hill, a situation that seems to render him incapable of saying anything that is not anodyne. Yes, Senator. No, Congressman. I’ll get my staff to get back to you on that, Mr. Chairman."
