,author,content,description,publishedAt,source,title,url,full_art
0,Timothy Egan,"For the record, Im agnostic on the Democratic field. I would vote for a tree stump if it could beat Trump. Biden, Obama and Nancy Pelosi, along with recent polling and the election results on Tuesday, all show that the best way to rid this country of Trump is… [+2079 chars]",Democrats are insulting and condescending to the swing-state voters they need the most.,2019-11-08,The New York Times,How the Insufferably Woke Help Trump,https://www.nytimes.com/2019/11/08/opinion/warren-biden-trump.html,"Joe Biden has picked up Obama’s charge against the puritanical keepers of undiluted progressivism, in self-defense. He wrote this week of a “my way or the highway” approach that is “condescending to the millions of Democrats who have a different view.” He said, “It’s representative of an elitism that working- and middle-class people do not share: ‘We know best; you know nothing.’”

For the record, I’m agnostic on the Democratic field. I would vote for a tree stump if it could beat Trump. Biden, Obama and Nancy Pelosi, along with recent polling and the election results on Tuesday, all show that the best way to rid this country of Trump is for Democrats to dial back the condescension of their natural allies and dig into the gritty concerns of daily life.

Pete Buttigieg, looking to pick up the moderate left vote if Biden falters, has already taken Obama’s lesson to heart. “I’m not about being in the right place ideologically, whatever that means,” he said in Iowa last week. “I’m about having answers that are going to make sense.”

One of the biggest takeaways from the recent New York Times/Siena College survey of battleground states is that Elizabeth Warren is not connecting with the very people her policies are supposed to help. Trump beats her or runs even in every tossup state but one. The persuadable voters in these states, many of them working class, say political correctness has gotten out of control, and they prefer someone seeking common ground over someone with a militantly progressive agenda.

It’s worth remembering that nearly two-thirds of all American adults do not have a four-year college degree. Warren, the Harvard professor who recently suggested that moderate Democrats belong with the other party, could be more effective with these folks if she showed more of her daughter-of-a-janitor side.

You can try to win the election by expanding the pool of progressive voters over all. But the inconvenient fact remains that a relatively small pool of working-class voters in the handful of battleground states are still likely to determine the fate of the country next year.

Democrats flipped 40 House seats in 2018 and attracted more white working-class voters — without insufferable wokedness. They hammered away on health care and kitchen table concerns. The same approach helped Democrats pull off an apparent upset in the Kentucky governor’s race this week."
1,Jonathan Martin,"NEW ORLEANS Former Gov. Deval Patrick of Massachusetts told senior Democrats Wednesday that he will enter the presidential race, according to two party officials, reversing his decision last year to forgo a run and adding yet more volatility to an unusually f… [+1940 chars]","Mr. Patrick, the former two-term governor of Massachusetts, called several leading Democrats and allies to say that he would announce a 2020 presidential bid later this week.",2019-11-13,The New York Times,Deval Patrick Tells Democrats He Will Run in 2020 Presidential Race,https://www.nytimes.com/2019/11/13/us/politics/deval-patrick-2020.html,"NEW ORLEANS — Former Gov. Deval Patrick of Massachusetts told senior Democrats Wednesday that he will enter the presidential race, according to two party officials, reversing his decision last year to forgo a run and adding yet more volatility to an unusually fluid Democratic primary.



Mr. Patrick will enter the race Thursday morning and head to New Hampshire’s State House to file paperwork to be a candidate on the primary ballot there, according to a Democrat familiar with his plans. Mr. Patrick was calling a list of party leaders Wednesday to inform them of his decision and is planning to begin his campaign with a video and new website.

After appearing in New Hampshire, Mr. Patrick will head to California, which is voting in early March, and then go on to three early nominating states: Nevada, Iowa and South Carolina."
2,Jonathan Martin,"NEW ORLEANS Former Gov. Deval Patrick of Massachusetts told senior Democrats Wednesday that he will enter the presidential race, according to two party officials, reversing his decision last year to forgo a run and adding yet more volatility to an unusually f… [+1940 chars]","Mr. Patrick, the former two-term governor of Massachusetts, called several leading Democrats and allies to say that he would announce a 2020 presidential bid later this week.",2019-11-13,The New York Times,Deval Patrick Tells Democrats He Will Run in 2020 Presidential Race,https://www.nytimes.com/2019/11/13/us/politics/deval-patrick-2020.html,"NEW ORLEANS — Former Gov. Deval Patrick of Massachusetts told senior Democrats Wednesday that he will enter the presidential race, according to two party officials, reversing his decision last year to forgo a run and adding yet more volatility to an unusually fluid Democratic primary.



Mr. Patrick will enter the race Thursday morning and head to New Hampshire’s State House to file paperwork to be a candidate on the primary ballot there, according to a Democrat familiar with his plans. Mr. Patrick was calling a list of party leaders Wednesday to inform them of his decision and is planning to begin his campaign with a video and new website.

After appearing in New Hampshire, Mr. Patrick will head to California, which is voting in early March, and then go on to three early nominating states: Nevada, Iowa and South Carolina."
3,,A substantial share of Ms. Warrens supporters in Iowa (60 percent) said that a woman would have a harder time defeating Mr. Trump and strongly agreed (41 percent) that sexism was a major factor in Mr. Trumps victory over Hillary Clinton. Ms. Warrens own suppo… [+1564 chars],It May Be a Good Idea for Democratic Front-Runners Not to Look Back The New York Times The Impact of Voter Second Choices as 2020 Dems Drop Out RealClearPolitics Why Biden Plays Nice With Bernie—And Keeps Ripping Warren The Daily Beast The Memo: Democrats con…,2019-11-14,The New York Times,It May Be a Good Idea for Democratic Front-Runners Not to Look Back - The New York Times,https://www.nytimes.com/2019/11/14/upshot/2020-election-democratic-primary.html,"Tepid elite support and Mr. Buttigieg are not Mr. Biden’s only challenges in Iowa. He also has little support from political activists. This has contributed not only to his financial deficit but also threatens his support in a relatively lower-turnout environment like a caucus. Mr. Biden was a distant fourth in Upshot/Siena polling, with 13 percent to 14 percent of support among voters who were “almost certain” to attend the caucus or those who had attended before.

All of this is separate from another question: whether Mr. Biden’s performance on the stump and on the debate stage is strong enough to retain his support as voters tune in more intensively. Mr. Biden’s resilience in the polls to this point suggests that these concerns could be overstated, though he does seem to have lost more ground in Iowa, where voters are generally paying more attention than they are nationwide. Of course, it is possible that Mr. Buttigieg’s rise, not Mr. Biden’s performance onstage, is primarily responsible for the weakening in his support.

Mr. Buttigieg’s gain might also come at the expense of another candidate: Ms. Warren, who also appeals to the meritocratic-minded, well-educated voters who tend to admire Rhodes scholars or Harvard law professors.

Image Bernie Sanders in Council Bluffs, Iowa. He has outraised all his opponents so far. Credit... Nati Harnik/Associated Press

Ms. Warren’s rise in the polls has been impressive, but there is no reason to assume it will be durable. In Iowa, 78 percent of her supporters said they could change their mind, more than with any of her top rivals, according to the Upshot/Siena poll.

She has vulnerabilities of her own, and she has come under greater scrutiny since she began to match Mr. Biden in national surveys. Her position on “Medicare for all” funding has given her rivals an avenue to attack, and her standing in national and state polls has seemed to slump over the last month.

Her rivals could also point to questions of electability: Although there is still a long way to go, state and national polls show her underperforming her top rivals in matchups against President Trump."
4,,"The right-wing substance of Trump overrides the symbolism of everybody else, Mr. Jackson said.
When Mr. Castro spoke at a forum sponsored by the League of United Latin American Citizens in Des Moines last month, the largely young and Latino crowd sat with ra… [+1215 chars]",Why Voters Don’t Seem Interested in Barrier-Breaking Candidates The New York Times Julián Castro doubles down on criticism of Iowa's early state role POLITICO View full coverage on Google News,2019-11-14,The New York Times,Why Voters Don’t Seem Interested in Barrier-Breaking Candidates - The New York Times,https://www.nytimes.com/2019/11/14/us/politics/julian-castro-kamala-harris.html,"Yet among voters, there seems to be relatively tepid enthusiasm to elect another first, or at least to support a candidate who would be barrier-breaking, whether that is part of the appeal or not. Polls have consistently shown Mr. Biden leading among African-American voters, while Senator Bernie Sanders of Vermont is widely popular among Latinos, particularly younger voters.

For decades, conventional political wisdom has suggested that voters are eager to cast their ballot for someone who looks like them — something that has historically been difficult or impossible in presidential races filled with white men. Now, the struggles of Mr. Castro and Ms. Harris suggest that whatever power symbolism and the potential of being the first once had has all but evaporated this election season.

“Some of the luster has come off of firsts,” said Rev. Jesse Jackson, who was one of the first viable African-American presidential candidates. “When I was the black person on the stage, it was like a crusade. It was so new, so novel, it was almost like a global event. Then Barack had much of the same in 2008, but since then the rules have changed.”

Most Democrats say they would not be any more enthusiastic if the nominee were black or Hispanic, according to a poll by the Pew Research Center conducted earlier this year. Roughly a third of black Democrats said they would be more enthusiastic with a black nominee, and less than half of Hispanic Democrats said they would be more excited by a Hispanic candidate."
5,Carl Hulse,"Republicans said the new focus on timing and the implications for the Democratic presidential contenders could have a positive benefit for both sides, serving to force senators to concentrate on just how they want the trial to develop as they move slowly towa… [+1844 chars]","Republicans are weighing whether to draw out the proceeding, hindering the presidential campaigns of several Senate Democrats, or seek a quicker resolution.",2019-11-15,The New York Times,"Senate Republicans, Eyeing Election-Year Impeachment Trial, Wrestle With Timeline",https://www.nytimes.com/2019/11/14/us/impeachment-trial-senate.html,"WASHINGTON — Senate Republicans are conflicted about how quickly to move on an impeachment trial against President Trump, with some arguing for a speedy vote on the charges and others seeing an opportunity to drag out the historic proceedings and tie down some Democratic senators at a prime moment in their presidential campaigns.

Republican senators say the split over how to approach what is likely to be the first presidential impeachment trial ever to unfold in an election year has been on vivid display in their private weekly lunches in the Capitol.

Some senators argued last week that the articles of impeachment likely to emerge from the House later this year do not merit the slightest consideration, and should be quickly dispensed with, so as to limit the damage they could do to Mr. Trump and his party. Others mused with relish this week about the prospect of keeping the six Democratic presidential candidates who are sitting senators chained to their desks in the Capitol for weeks on end as crucial primary contests unfold.

“There are lots of different opinions within the conference as to how long the impeachment in the Senate will take or should take, and those are different questions,” said Senator John Barrasso of Wyoming, the No. 3 Senate Republican. “Clearly there’s not 51 votes for any one thing, so this is going to have to begin and then play out over time.”"
6,,A substantial share of Ms. Warrens supporters in Iowa (60 percent) said that a woman would have a harder time defeating Mr. Trump and strongly agreed (41 percent) that sexism was a major factor in Mr. Trumps victory over Hillary Clinton. Ms. Warrens own suppo… [+1564 chars],It May Be a Good Idea for Democratic Front-Runners Not to Look Back The New York Times The Impact of Voter Second Choices as 2020 Dems Drop Out RealClearPolitics Why Biden Plays Nice With Bernie—And Keeps Ripping Warren The Daily Beast The Memo: Democrats con…,2019-11-14,The New York Times,It May Be a Good Idea for Democratic Front-Runners Not to Look Back - The New York Times,https://www.nytimes.com/2019/11/14/upshot/2020-election-democratic-primary.html,"Tepid elite support and Mr. Buttigieg are not Mr. Biden’s only challenges in Iowa. He also has little support from political activists. This has contributed not only to his financial deficit but also threatens his support in a relatively lower-turnout environment like a caucus. Mr. Biden was a distant fourth in Upshot/Siena polling, with 13 percent to 14 percent of support among voters who were “almost certain” to attend the caucus or those who had attended before.

All of this is separate from another question: whether Mr. Biden’s performance on the stump and on the debate stage is strong enough to retain his support as voters tune in more intensively. Mr. Biden’s resilience in the polls to this point suggests that these concerns could be overstated, though he does seem to have lost more ground in Iowa, where voters are generally paying more attention than they are nationwide. Of course, it is possible that Mr. Buttigieg’s rise, not Mr. Biden’s performance onstage, is primarily responsible for the weakening in his support.

Mr. Buttigieg’s gain might also come at the expense of another candidate: Ms. Warren, who also appeals to the meritocratic-minded, well-educated voters who tend to admire Rhodes scholars or Harvard law professors.

Image Bernie Sanders in Council Bluffs, Iowa. He has outraised all his opponents so far. Credit... Nati Harnik/Associated Press

Ms. Warren’s rise in the polls has been impressive, but there is no reason to assume it will be durable. In Iowa, 78 percent of her supporters said they could change their mind, more than with any of her top rivals, according to the Upshot/Siena poll.

She has vulnerabilities of her own, and she has come under greater scrutiny since she began to match Mr. Biden in national surveys. Her position on “Medicare for all” funding has given her rivals an avenue to attack, and her standing in national and state polls has seemed to slump over the last month.

Her rivals could also point to questions of electability: Although there is still a long way to go, state and national polls show her underperforming her top rivals in matchups against President Trump."
7,David Leonhardt,"One of his big challenges in addition to variouscriticisms of his record is speaking to the frustration that so many Americans feel. Obama portrayed himself as a sunny progressive as well, but he also ran as an anti-establishment candidate willing to take on … [+1285 chars]",Deval Patrick’s opportunity — and his problem.,2019-11-15,The New York Times,A Goldilocks Candidate?,https://www.nytimes.com/2019/11/15/opinion/deval-patrick-2020.html,"This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday.

It’s been a rough couple of weeks for the confidence of Democratic voters. Joe Biden continues to look unsteady on the campaign trail. Bernie Sanders and Elizabeth Warren look much better, but they also haven’t shown much interest in appealing to voters beyond their base, which has left a substantial number of Democrats anxious about their ability to beat President Trump next year.

This anxiety has lured Deval Patrick — the two-term former Massachusetts governor and longtime friend of Barack Obama — to enter the race. Patrick is getting a very late start and acknowledged he is a long shot. But he does have a plausible path, as I lay out on the new episode of “The Argument” podcast.

He has the classic advantages of a governor, who can speak in broad terms, rather than the minutiae that senators often fall into. (Sanders and Warren, to their credit, are also good at speaking thematically.) Patrick is casting himself as a sunny progressive who wants to work with others, which is an image that appeals to a large number of Democratic voters."
8,,"The right-wing substance of Trump overrides the symbolism of everybody else, Mr. Jackson said.
When Mr. Castro spoke at a forum sponsored by the League of United Latin American Citizens in Des Moines last month, the largely young and Latino crowd sat with ra… [+1215 chars]",Why Voters Don’t Seem Interested in Barrier-Breaking Candidates The New York Times Julián Castro doubles down on criticism of Iowa's early state role POLITICO View full coverage on Google News,2019-11-14,The New York Times,Why Voters Don’t Seem Interested in Barrier-Breaking Candidates - The New York Times,https://www.nytimes.com/2019/11/14/us/politics/julian-castro-kamala-harris.html,"Yet among voters, there seems to be relatively tepid enthusiasm to elect another first, or at least to support a candidate who would be barrier-breaking, whether that is part of the appeal or not. Polls have consistently shown Mr. Biden leading among African-American voters, while Senator Bernie Sanders of Vermont is widely popular among Latinos, particularly younger voters.

For decades, conventional political wisdom has suggested that voters are eager to cast their ballot for someone who looks like them — something that has historically been difficult or impossible in presidential races filled with white men. Now, the struggles of Mr. Castro and Ms. Harris suggest that whatever power symbolism and the potential of being the first once had has all but evaporated this election season.

“Some of the luster has come off of firsts,” said Rev. Jesse Jackson, who was one of the first viable African-American presidential candidates. “When I was the black person on the stage, it was like a crusade. It was so new, so novel, it was almost like a global event. Then Barack had much of the same in 2008, but since then the rules have changed.”

Most Democrats say they would not be any more enthusiastic if the nominee were black or Hispanic, according to a poll by the Pew Research Center conducted earlier this year. Roughly a third of black Democrats said they would be more enthusiastic with a black nominee, and less than half of Hispanic Democrats said they would be more excited by a Hispanic candidate."
9,Carl Hulse,"Republicans said the new focus on timing and the implications for the Democratic presidential contenders could have a positive benefit for both sides, serving to force senators to concentrate on just how they want the trial to develop as they move slowly towa… [+1844 chars]","Republicans are weighing whether to draw out the proceeding, hindering the presidential campaigns of several Senate Democrats, or seek a quicker resolution.",2019-11-15,The New York Times,"Senate Republicans, Eyeing Election-Year Impeachment Trial, Wrestle With Timeline",https://www.nytimes.com/2019/11/14/us/impeachment-trial-senate.html,"WASHINGTON — Senate Republicans are conflicted about how quickly to move on an impeachment trial against President Trump, with some arguing for a speedy vote on the charges and others seeing an opportunity to drag out the historic proceedings and tie down some Democratic senators at a prime moment in their presidential campaigns.

Republican senators say the split over how to approach what is likely to be the first presidential impeachment trial ever to unfold in an election year has been on vivid display in their private weekly lunches in the Capitol.

Some senators argued last week that the articles of impeachment likely to emerge from the House later this year do not merit the slightest consideration, and should be quickly dispensed with, so as to limit the damage they could do to Mr. Trump and his party. Others mused with relish this week about the prospect of keeping the six Democratic presidential candidates who are sitting senators chained to their desks in the Capitol for weeks on end as crucial primary contests unfold.

“There are lots of different opinions within the conference as to how long the impeachment in the Senate will take or should take, and those are different questions,” said Senator John Barrasso of Wyoming, the No. 3 Senate Republican. “Clearly there’s not 51 votes for any one thing, so this is going to have to begin and then play out over time.”"
