,author,content,description,publishedAt,source,title,url,full_art
0,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"Elizabeth Warren's dog, Bailey, has become an unofficial mascot for her 2020 presidential campaign. He barged in during a CNN interview with Warren and her husband, Bruce Mann.",2019-10-02,CNN,Warren's golden retriever crashes CNN interview,https://www.cnn.com/videos/politics/2019/10/01/elizabeth-warren-golden-retriever-dog-bailey-mh-orig.cnn,"Elizabeth Warren's dog, Bailey, has become an unofficial mascot for her 2020 presidential campaign. He barged in during a CNN interview with Warren and her husband, Bruce Mann.

Source: CNN"
1,,,,2019-10-01,Bloomberg,"Warren, Ocasio-Cortez Probe Private Equity Firms With Prison Ties",https://www.bloomberg.com/news/articles/2019-10-01/warren-ocasio-cortez-probe-private-equity-with-prison-ties,"Why did this happen?

Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading. For more information you can review our Terms of Service and Cookie Policy."
2,,,,2019-10-02,Bloomberg,"Apax Partners Says Warren, Ocasio-Cortez Shouldn't Target Firm",https://www.bloomberg.com/news/articles/2019-10-02/apax-partners-says-warren-ocasio-cortez-shouldn-t-target-firm,"Why did this happen?

Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading. For more information you can review our Terms of Service and Cookie Policy."
3,"Paul LeBlanc, CNN","Washington (CNN)Tuesday saw a burst of news involving President Donald Trump, Secretary of State Mike Pompeo, Rudy Giuliani and the House Democratic impeachment inquiry as it enters its second week. 
Here's what you need to know: 
State Department inspector… [+7723 chars]","Tuesday saw a burst of news involving President Donald Trump, Secretary of State Mike Pompeo, Rudy Giuliani and the House Democratic impeachment inquiry as it enters its second week.",2019-10-02,CNN,Here's what happened in another wild day of the Trump-Ukraine scandal,https://www.cnn.com/2019/10/01/politics/ukraine-guide-rudy-giuliani-trump-whistleblower/index.html,"Washington (CNN) There has been a flurry of news involving President Donald Trump, Secretary of State Mike Pompeo, Rudy Giuliani and the House Democratic impeachment inquiry as it enters its second week. Here's the latest:

Secretary of State Mike Pompeo: 'I was on the phone call' with Trump and Ukrainian President

US Secretary of State Mike Pompeo admitted Wednesday that he was on the July 25 phone call in which President Donald Trump asked Ukrainian President Volodymyr Zelensky to investigate former Vice President Joe Biden.

""I was on the phone call,"" Pompeo said Wednesday during a news conference in Rome with Italy's foreign minister.

Some key context: A whistleblower complaint released last week alleges Trump abused his official powers ""to solicit interference"" from Ukraine in the 2020 election and that the White House took steps to cover it up. Trump has denied any wrongdoing.

A rough transcript released by the White House shows Trump repeatedly pushed Ukrainian President Volodymyr Zelensky to investigate Joe Biden, Trump's potential 2020 political rival, and his son Hunter Biden.

There is no evidence of wrongdoing by Joe or Hunter Biden.

State Department inspector general requests urgent briefing on Ukraine with congressional staff

The State Department's inspector general on Tuesday requested an urgent briefing with senior congressional staff members after Pompeo pushed back on House Democratic demands to turn over documents related to Ukraine and to depose current and former State officials, according to sources briefed on the matter.

It remains unclear exactly what State Department Inspector General Steve Linick plans to provide Congress during the private briefing Wednesday.

Deposition for House impeachment investigation delayed

The aide said on Tuesday the testimony of former US Ambassador to Ukraine Marie Yovanovitch, which had been scheduled for Wednesday, would now occur Oct. 11, following an agreement between the committee's and the former ambassador's counsel.

Three committees -- the House Foreign Affairs, Intelligence and Oversight panels -- have scheduled the depositions as part of their probe into whether Trump solicited help from a foreign government to dig up dirt on his political opponent.

Yovanovitch and Volker were two of the five depositions that the committees have scheduled during the next two weeks while Congress is on recess.

Giuliani hires a Watergate prosecutor as his attorney in impeachment inquiry

Florida attorney Jon Sale , who worked as an assistant prosecutor on the legal team investigating the Watergate scandal, is representing Giuliani in the matter of the congressional impeachment inquiry, both of them confirmed to CNN on Tuesday.

Giuliani was subpoenaed on Monday by the three committees in the House of Representatives investigating Trump's interactions with the Ukrainian government. The subpoena requests documents and correspondence from Giuliani related to Ukraine.

As a reminder, the whistleblower complaint labels Giuliani as ""central figure"" in the controversy. US officials were concerned, the whistleblower said, with Giuliani and his contacts with Ukrainian officials.

Key GOP senator breaks with Trump in saying the whistleblower 'ought to be heard out and protected'

Sen. Chuck Grassley, the chamber's most senior Republican and a longtime defender of whistleblowers, rebuked Trump on Tuesday when he said the whistleblower at the center of the impeachment inquiry ""appears to have followed the whistleblower protection laws and ought to be heard out and protected.""

His comments mark a clear departure from Trump and his allies, who in recent days have repeatedly maligned the whistleblower's motives and pushed to reveal the individual's identity.

Ukraine's President says he never met with Giuliani

""I never met Rudy Giuliani -- never. And never had any phone calls with him,"" Zelensky said Tuesday at a news conference in Kiev.

According to the White House transcript of the July 25 call between Trump and Zelensky, the Ukrainian President said he was aware of Giuliani's efforts to uncover information that would help Trump politically, and Trump encouraged Zelensky to speak with his lawyer because Giuliani ""very much knows what's happening.""

Pompeo accuses House Democrats of intimidation and bullying over Ukraine controversy

""I'm concerned with aspects of the Committee's request that can be understood only as an attempt to intimidate, bully, & treat improperly the distinguished professionals of the Department of State, including several career FSOs,"" he tweeted.

The comments prompted House Democrats to issue a stark warning to the top US diplomat. The chairmen of the House Intelligence, Foreign Affairs and Oversight committees told Pompeo that any effort to prevent those officials from speaking to Congress ""is illegal and will constitute evidence of obstruction of the impeachment inquiry.""

CNN reported Monday that Pompeo was on Trump's July call with Zelensky despite previously denying knowledge of the whistleblower complaint.

More news around Washington

How Lindsey Graham's support for Trump -- a man he once called a 'jackass' -- has evolved

Sen. Lindsey Graham of South Carolina is one of Trump's most vociferous defenders on Capitol Hill, but it wasn't always like that. In fact, Graham called Trump ""crazy and a ""jackass"" four years ago when he was running in the GOP presidential primary.

At the time, Trump wasn't so kind to Graham either, calling him a ""nut job.""

""This guy Lindsey Graham, he's one of the dumbest human beings I have ever seen,"" Trump said at a rally in South Carolina. ""He starts hitting me, saying vicious things, ends up with 0%. He left in disgrace.""

Don't assume the Senate would *never* impeach Trump

With the House headed down a path that virtually guarantees Trump will be impeached, conventional wisdom has settled on the idea that the Republican-led Senate will never, ever, remove him from office.

And, well, it's true that the strong likelihood is that the Senate acquits Trump, CNN's Chris Cillizza writes.

But if the Trump presidency -- and the way in which he became President -- teaches us anything, it should be this: Never assume. Anything.

Fact-checking Trump's false claim that the US is the only country providing aid to Ukraine

Trump has offered several explanations to justify his decision to delay military aid to Ukraine, first suggesting he was worried about ""corruption,"" then claiming the delay was a mechanism to pressure other countries to contribute.

On September 23, Trump voiced his complaint to reporters alongside Polish President Andrzej Duda, asking, ""Why is it always the United States spending money?"" and ""I don't like it that it's only us.""

Facts First: The US is not ""the only one"" contributing aid to Ukraine. Germany and France have both sent millions of euros to Ukraine, along with other European nations.

Connected by subpoenas: Giuliani and his Ukrainian middleman Lev Parnas face increased scrutiny

Parnas, a Ukrainian American businessman who has been subpoenaed as part of the House impeachment inquiry, has spent thousands of dollars on Trump properties and donated to the main super PAC supporting the President's reelection effort, according to documents produced in an unrelated federal lawsuit.

Starting in November 2018, Parnas introduced Giuliani to former and current Ukrainian officials, according to Giuliani.

Financial records uncovered as a result of a lawsuit filed in federal court in Florida earlier this year show Parnas spent thousands of dollars at Trump hotels in the fall of 2018, donated hundreds of thousands to the pro-Trump super PAC and received checks from Ballard Partners, a lobbying firm with deep connections to the Trump White House.

The financial ties between Trump's world and Parnas raise new questions about the nature of Parnas' relationship with Giuliani and who was paying the former New York mayor and Parnas for their research on Ukraine."
4,,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,"CNN's John King presents the latest polling data showing a tight race between former Vice President Joe Biden, Sen. Elizabeth Warren and Sen. Bernie Sanders in Iowa, Nevada and New Hampshire.",2019-10-02,CNN,"Polls show tight race between Biden, Warren and Sanders",https://www.cnn.com/videos/politics/2019/09/29/polling-data-tight-race-biden-warren-sanders-king-magic-wall-sot-ip-vpx.cnn,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.
5,"Gregory Krieg and Daniella Diaz, CNN",,"Sen. Elizabeth Warren on Wednesday released a new plan outlining how she would use the revenue generated by her proposed tax on ""excessive lobbying"" to beef up federal agencies charged with regulating major industries.",2019-10-02,CNN,Elizabeth Warren wants to tax the teeth out of corporate lobbying,https://www.cnn.com/2019/10/02/politics/elizabeth-warren-2020-tax-lobbying/index.html,"(CNN) Sen. Elizabeth Warren on Wednesday released a new plan outlining how she would use the revenue generated by her proposed tax on ""excessive lobbying"" to beef up federal agencies charged with regulating major industries.

""This tax will reduce the incentive for excessive lobbying, and raise money that we can use to fight back against this kind of onslaught when it occurs,"" Warren wrote in a Medium post explaining the strategy.

First unveiled in broad strokes last month , Warren's plan would impose a 35% tax on lobbying expenditures between $500,000 and $1 million. The cost would escalate from there, with a 60% rate placed on every dollar beyond $1 million that rises to 75% once a company's lobbying costs surpass $5 million.

The proposal represents the newest piece of Warren's broad anti-corruption platform, which she has made central to her candidacy. It is the subject matter that Warren is most fluent in discussing and passionate about on the trail, where she often jokes that the ""good news"" is she has ""the biggest anti-corruption plan since Watergate,"" before waiting a beat and adding: ""Here's the bad news, we need the biggest anti-corruption plan since Watergate.""

In this chapter of her wider agenda, Warren stresses that the issue goes beyond Congress, lawmakers and the ""revolving door"" between Capitol Hill and K Street -- and addresses lobbyist influence on regulatory bodies.

Read More"
6,Opinion by Douglas Rushkoff,"Douglas Rushkoff is a media theorist and author, most recently, of ""Team Human,"" published by W. W. Norton. The opinions expressed in this commentary are his. View more opinion articles on CNN. 
 (CNN)If there's one thing that seems to scare Mark Zuckerberg … [+5088 chars]","Douglas Rushkoff writes  that Facebook CEO Mark Zuckerberg's recent comments that Elizabeth Warren ""thinks the right answer is to break up the companies,"" and that it would ""suck"" for Facebook shows that the one thing that seems to scare Zuckerberg to the bon…",2019-10-02,CNN,Why Mark Zuckerberg thinks a President Elizabeth Warren would 'suck',https://www.cnn.com/2019/10/01/opinions/mark-zuckerberg-facebook-elizabeth-warren-rushkoff/index.html,"Douglas Rushkoff is a media theorist and author, most recently, of "" Team Human, "" published by W. W. Norton. The opinions expressed in this commentary are his. View more opinion articles on CNN.

(CNN) If there's one thing that seems to scare Mark Zuckerberg to the bone, it's the threat of a functional government that represents the interests of its citizens. To him, government appears to be the faceless bureaucracy that slaps him on the wrist with a $5 billion fine when his company spies too much or too illegally on his users.

So when one of his employees asked him at an open meeting what he thought of Elizabeth Warren, Zuck was uncharacteristically candid -- as if triggered by the mere thought of the possibility that someone with so much faith in the power of big government could become our chief executive. She ""thinks the right answer is to break up the companies,"" he said . And even though he believes he would win a legal battle against the US government, he added, ""Does that still suck for us? Yes.""

Considering the company's actions over the past couple of years, this is a battle Zuckerberg has been anticipating and preparing for. Ever since the suggestion of breaking up Facebook was raised at the infamous congressional hearings Zuckerberg underwent in April 2018, he has been effectively circling the wagons.

Facebook's greatest vulnerability is the fact that it's not just one company, but a collection of different platforms and technologies they've purchased over the years. Breaking them up is as simple as, well, separating out these acquisitions. That's why his first move after Congress began asking questions was to integrate his various messaging platforms -- Instagram, WhatsApp -- into the Facebook platform. He argued that this was to offer greater interoperability and convenience. The real reason for such integration was to pre-empt any efforts to split up the company along its obvious fault lines.

Shortly after, Facebook announced it was going to launch a new cryptocurrency, already branded with a freedom-from-tyranny inspiring name, the ""Libra."" It has been widely assumed that Facebook's 2.4-billion user base would give the currency an instant edge over bitcoin and everybody else, perhaps even becoming a default global currency.

So, the new question becomes, will Zuckerberg peg the Libra on the dollar, supporting the United States' role as the world's most central banker? Or will the company base the Libra's value on a commodity, a basket of currencies, or something else entirely? The mere suggestion of such plans gives Facebook leverage over the government that might undertake to control it.

Would Zuckerberg really think and act this way? Of course he would. After all, as he told his gathering of employees, he's the one who sees this as a life-or-death battle: ""At the end of the day, if someone's going to try to threaten something that existential, you go to the mat and you fight.""

That's actually a scary thought to me. Facebook screwed up our 2016 elections -- and, arguably, civil society -- by serving as the unintentional conduit for divisive propaganda from near and far.

In a 2018 blog post , Facebook detailed how it planned to better prepare for future elections, which included identifying and removing fake accounts. So Facebook will begin using its employees' and AI's ""judgment"" to determine what sorts of messaging is appropriate for us.

Imagine how much influence the platform could have if its founder really perceived one of the candidates as an existential threat. Do we want to see what an election looks like where Facebook is actively involved, fighting for its life?

What Zuckerberg doesn't get is that Elizabeth Warren isn't simply protecting America from Facebook, but Facebook from itself. While government is responsible for making sure companies don't compete in unfair ways or infringe on people's basic civil liberties, it is also responsible for providing businesses with safe monetary and legal systems through which to operate.

As Warren tweeted , ""What would really 'suck' is if we don't fix a corrupt system that lets giant companies like Facebook engage in illegal anticompetitive practices, stomp on consumer privacy rights, and repeatedly fumble their responsibility to protect our democracy.""

Breaking up Facebook is far from the worst thing that could happen to the company. That would likely play out like the brooms in the Sorcerer's Apprentice, where each piece of the company animates and grows into its own threat to privacy and democracy. Instead of being bitten by a single great white shark, we get consumed by a thousand piranhas.

Get our weekly newsletter Sign up for CNN Opinion's new newsletter. Join us on Twitter and Facebook

No, the real nightmare for Zuckerberg is not being broken up, but being regulated. And the more Facebook integrates its various pieces into one big platform, the easier it will be to monitor, legislate and penalize.

Regulation may be less dramatic than a breakup, but it's also more effective and ongoing. A living and perpetual responsibility. Facebook could grow so big and ubiquitous, it might even become a utility -- publicly owned and operated.

With her penchant for big government and detailed plans, Elizabeth Warren may be the only candidate willing to finally parent and discipline petulant CEOs like Mark Zuckerberg, who too easily mistake corporate power for personal liberty."
7,"Hannah Bleau, Hannah Bleau","The poll which surveyed 423 registered New Hampshire voters likely to vote in the Democrat primary from September 25-29, 2019  showed Warren leading the primary field with 25 percent support and Biden on her heels with 24 percent support. Sanders, however, st… [+3508 chars]","Sen. Elizabeth Warren (D-MA) is leading in New Hampshire, slightly edging out Joe Biden (D) and leading Sen. Bernie Sanders (I-VT) by double digits in the coveted early primary state, according to the Saint Anselm College Survey Center's September poll releas…",2019-10-02,Breitbart News,"Warren Out Front in New Hampshire, Up on Sanders by Double Digits",https://www.breitbart.com/politics/2019/10/01/warren-out-front-in-new-hampshire-up-on-sanders-by-double-digits/,"Sen. Elizabeth Warren (D-MA) is leading in New Hampshire, slightly edging out Joe Biden (D) and leading Sen. Bernie Sanders (I-VT) by double digits in the coveted early primary state, according to the Saint Anselm College Survey Center’s September poll released Tuesday.

The poll – which surveyed 423 registered New Hampshire voters likely to vote in the Democrat primary from September 25-29, 2019 – showed Warren leading the primary field with 25 percent support and Biden on her heels with 24 percent support. Sanders, however, struggled to keep up, falling to a distant third place with just 11 percent support.

Mayor Pete Buttigieg (D) came in fourth place, just one point behind the socialist senator, with ten percent support. Sen. Kamala Harris (D-CA) tumbled to fifth place, failing to garner double digits in the Granite State, seeing just five percent support.

Sen. Amy Klobuchar (D-MI) and Rep. Tulsi Gabbard (D-HI) saw three percent support, followed by Andrew Yang (D) and Tom Steyer (D), who garnered two percent support each. The remaining candidates saw one percent support or less. The margin of error is +/- 4.8 percent:

New Hampshire @SaintAnselmPoll (9/25-29):

Warren 25%

Biden 24%

Sanders 11%

Buttigieg 10%

Harris 5%

Klobuchar 3%

Gabbard 3%

Yang 2%

Steyer 2%

Booker 1%

O'Rourke 0%

Delaney 0%

Williamson 0%

Bennet 0%

Bullock 0%https://t.co/xdk9VQys2M — Political Polls (@Politics_Polls) October 2, 2019

Change since July: Warren +8

Biden +3

Sanders +1

Buttigieg -2

Harris -13

Gabbard +2

Klobuchar –

Steyer +2

Yang -3 https://t.co/hEBkWCzAV2 — Political Polls (@PpollingNumbers) October 2, 2019

New Hampshire Institute of Politics Executive Director Neil Levesque highlighted the sense of “fluidity” in the race, due to the fact that “65% of Warren supporters, 72% of Biden supporters, 56% of Sanders supporters, and 73% of Buttigieg voters indicate that they expect that their choice could change between now and the primary election.”

Levesque added:

Among voters who are not firm in their choice, Warren is the 2nd choice of 26%, well ahead of Biden with 12%, Buttigieg with 11%, Sanders with 7% and Harris with 7%. This suggests that when the field begins to winnow down, Warren may in the best position to pick up other candidates’ support. However, if this turns into a two-person race, the nomination may ultimately turn on what sort of candidate Democrats want to send against Donald Trump: one that they believe would make the best president, or one that they believe has the best chance of beating him. If the former, Warren has a clear 27% to 19% advantage over Biden on the question of whom respondents think would make the best President. However, Biden is seen as the strongest nominee against Trump by 37% of voters compared to Warren with 26%. As in our April poll, Warren leads Biden among ‘extremely interested’ and ‘very liberal’ voters, at 28% – 24% and 35% – 11% respectively.

The poll spells trouble for Sanders, who has been slipping in New Hampshire, as recent polls indicate.

A Monmouth Poll released last Tuesday showed a similar trend, with Warren edging out Biden (27 percent to 25 percent) and leading Sanders – who garnered 12 percent support – by double digits:

#NEW New Hampshire Democratic Primary Warren 27%

Biden 25%

Sanders 12%

Buttigieg 10%

Harris 3%

Booker 2%

Klobuchar 2%

Gabbard 2%

Steyer 2%

Yang 2% Monmouth (DNC Approved) Pollhttps://t.co/DfXVhjOxPG — Political Polls (@PpollingNumbers) September 24, 2019

Reports emerged of a staffer shakeup for the Sanders campaign last month. The Sanders campaign moved presidential campaign operations state director Joe Caiazzo from New Hampshire to Massachusetts and replaced him with Shannon Jackson, who served as a senior adviser during Sanders’ 2016 presidential bid and ran his Senate reelection campaign.

While the Sanders campaign continues to reconfigure and strategize on how to win over New Hampshire as it did in 2016, the campaign reported a monstrous $25.3 million received in the third quarter, signaling that his campaign is in it for the long haul."
8,"MJ Lee, CNN Political Correspondent",,"Elizabeth Warren and her husband, Bruce Mann, were sitting down together for their first joint interview of the 2020 campaign in their home in Cambridge.",2019-10-02,CNN,"Elizabeth Warren's husband explains how their dog, Bailey, sent him to the ER",https://www.cnn.com/2019/10/01/politics/elizabeth-warren-dog-bailey/index.html,"Cambridge, Massachusetts (CNN) Elizabeth Warren and her husband, Bruce Mann, were sitting down together for their first joint interview of the 2020 campaign in their home in Cambridge.

In the middle of the interview, Mann got stuck on a question: What was something he could share about his wife that the public didn't already know?

Suddenly, turning her attention towards the kitchen, Warren yelled out: ""Oooh!"" Bailey, the couple's 16-month-old golden retriever, had bounded into the sunroom, making a beeline for the senator and her husband.

""To the rescue! Bailey!"" Mann joked.

""Good boy,"" Warren said.

Hours earlier, Mann and Bailey had opened the side door of their Cambridge home, letting CNN reporters inside for the couple's first joint interview of the campaign. Mann's left hand was in a cast.

As Mann explained it, Bailey had recently been roaming off-leash in the neighborhood. He started playing with another dog, but soon ""the play stopped, and the other dog attacked him."" Mann got between the two dogs, and his hand caught on Bailey's harness, resulting in a broken finger.

Mann, a professor at Harvard Law School, headed over to campus to teach a class before taking himself to the emergency room.

Later, when Warren joined Mann for the joint interview, she wanted to set the record straight: ""Bailey got jumped.""

""Let's be clear. Bailey was jumped by another dog,"" she said. ""And Bruce went to Bailey's rescue.""

Sen. Elizabeth Warren's dog Bailey stands with her husband Bruce Mann as Warren addresses the media outside of her home after announcing she formed an exploratory committee for a 2020 Presidential run on December 31, 2018 in Cambridge, Massachusetts.

Both Warren and Mann have long been dog people. As Warren writes in her autobiography, ""A Fighting Chance,"" when she was teaching at the University of Pennsylvania years ago, a group of students surprised her with a golden retriever puppy on the last day of class.

In the course of their wide-ranging interview, Warren and Mann pointed to Bailey as one of the most important ways in which they have tried to keep a sense of calm this year as the Massachusetts senator has been running for President.

Their previous golden retriever, Otis, ""had gotten Elizabeth through"" her first Senate campaign in 2012, Mann said -- ""just by being this big fluffy golden.""

""Otis was the calm. You can do this. We'll get through this together,"" Warren said. ""I would often brush Otis while I'd be on a phone call.""

Otis died just days before Warren's Senate victory. It was a painful loss for the couple, and for years, they said, they couldn't fathom taking on everything that came with taking care of a dog again as Warren juggled her new job in Washington and Mann continued to teach at the law school.

But last summer, Mann saw an opening. One of their grandchildren was visiting, so he would be home in Cambridge for an extended period of time rather than commuting back and forth to Washington, DC. He seized the moment and brought Bailey home.

Now, as Warren runs for President, whenever she is home in Cambridge, the couple makes time to drive over to Fresh Pond with Bailey. A ""really good day,"" Warren said, is when they can do the loop around the pond twice in one day.

Getting Bailey last year ""probably made no sense at all,"" Warren said, but now, they ""can't imagine life without him.""

""And besides, there's really nothing better than a golden retriever puppy to create the illusion of normalcy,"" Mann said."
9,"Kaya Yurieff, CNN Business","New York (CNN Business)Facebook(FB) CEO Mark Zuckerberg recently admitted to employees that the prospect of an Elizabeth Warren presidency could ""suck"" for the company, according to leaked audio published by The Verge.
""You have someone like Elizabeth Warren… [+3193 chars]","Facebook CEO Mark Zuckerberg recently admitted to employees that the prospect of an Elizabeth Warren presidency could 'suck' for the company, according to leaked audio published by The Verge.",2019-10-01,CNN,"Mark Zuckerberg said an Elizabeth Warren presidency would 'suck' for Facebook, leaked audio reveals",https://www.cnn.com/2019/10/01/tech/mark-zuckerberg-leaked-audio-elizabeth-warren/index.html,"New York (CNN Business) Facebook (FB) CEO Mark Zuckerberg recently admitted to employees that the prospect of an Elizabeth Warren presidency could ""suck"" for the company, according to leaked audio published by The Verge.

""You have someone like Elizabeth Warren who thinks that the right answer is to break up the companies,"" Zuckerberg said in a meeting with Facebook employees this summer, according to the audio obtained by The Verge. ""If she gets elected president, then I would bet that we will have a legal challenge, and I would bet that we will win the legal challenge. And does that still suck for us? Yeah.""

He added: ""But look, at the end of the day, if someone's going to try to threaten something that existential, you go to the mat and you fight.""

According to The Verge, the audio comes from two open meetings Zuckerberg held with Facebook employees in July, the same month it agreed to pay an unprecedented $5 billion penalty in a settlement with the Federal Trade Commission over its handling of users' personal data. The audio included question and answer sessions with Zuckerberg.

In a Facebook post responding to the leaked audio, Zuckerberg acknowledged the authenticity of the comments reported by The Verge.

Read More"
