,author,content,description,publishedAt,source,title,url,full_art
0,"Haris Alic, Haris Alic","Neil Bluhm, a billionaire casino magnate and former Obama bundler, made the comment during a ritzy fundraiser hosted on Biden’s behalf at his Chicago, Illinois home. The former vice president did not correct Bluhm, according to The Chicago Sun Times, choosing… [+3845 chars]","One of former Vice President Joe Biden's top donors slammed Sens. Elizabeth Warren (D-MA) and Bernie Sanders (D-VT) on Thursday, saying they do not ""represent the Democratic Party.""",2019-09-20,Breitbart News,Top Biden Donor: Warren and Sanders 'Don’t Represent the Democratic Party',https://www.breitbart.com/2020-election/2019/09/19/top-biden-donor-elizabeth-warren-and-bernie-sanders-dont-represent-the-democratic-party/,"One of former Vice President Joe Biden’s top donors slammed Sens. Elizabeth Warren (D-MA) and Bernie Sanders (D-VT) on Thursday, saying they do not “represent the Democratic Party.”

Neil Bluhm, a billionaire casino magnate and former Obama bundler, made the comment during a ritzy fundraiser hosted on Biden’s behalf at his Chicago, Illinois home. The former vice president did not correct Bluhm, according to The Chicago Sun Times, choosing instead to deliver a standard stump speech about Americans needing to be more optimistic.

NEW: Pool report today from a @JoeBiden fundraiser revealed that Biden donor and event host, casino magnate Neil Bluhm, told donors that @BernieSanders and @ewarren “don’t represent the Democratic Party” that he supports. — Ryan Nobles (@ryanobles) September 19, 2019

Shortly after Bluhm’s comments broke on social media, the Sanders campaign responded by rebuking the billionaire donor and, in effect, Biden as well.

“Mr. Bluhm is right — the Democratic Party I represent is the party of the working class, not billionaires. That’s why we’re going to win,” the Sanders campaign said in a statement.

In a statement to @CNN in response to this report @BernieSanders said: “Mr Bluhm is right — the Democratic Party I represent is the party of the working class, not billionaires. That's why we're going to win.” https://t.co/Ti9gSCJCpi — Ryan Nobles (@ryanobles) September 19, 2019

Bluhm’s criticism and the response it triggered underscores the internal divisions plaguing the Democratic Party ahead of the 2020 presidential election. Biden, despite having one of the most left-wing platforms of any Democrat frontrunner, is considered a moderate in comparison to the rest of the field. The image stems from the triangulation Biden has done over the span of his more than 40-year political career, especially on issues important to progressives like race, financial deregulation, and criminal justice.

The former vice president has also done little to appease the increasingly powerful left-wing of his party by aligning himself with the establishment in opposition to radical proposals like Medicare for All. Even Biden’s attempts to find common ground with progressives on climate change — by calling for an outright ban on coal — has been met with derision for not going far enough.

Sanders and Warren, on the other hand, are seen as progressive firebrands pushing the Democratic Party away from the Neoliberal policies of Presidents Bill Clinton and Barack Obama and towards the more centralized economies of Northern Europe. Along those lines, Warren and Sanders have championed a series of policies — ranging from free higher education, increased Wall Street regulation, and higher taxes on the wealthy, among others — to remake the American economy.

The divergence between the former vice president and Sanders and Warren has been no clearer than on the issue of Medicare for All. Biden has consistently attacked the universal healthcare plan, which is authored by Sanders, as overly ambitious and impossible to implement. The former vice president, who is trumpeting his own healthcare proposal centered on strengthening Obamacare and providing a public health insurance option, has also lambasted the proposal’s backers for not being upfront about its costs and consequences.

“Bernie’s been very honest about it. He said you’re going to have to raise taxes on the middle class. He said it’s going to end all private insurance. I mean, he’s been straightforward about it. And he’s making his case,” Biden told CNN in July, adding other Democrats have not been as transparent.

Sanders, Warren, and their allies have responded to such criticisms by accusing Biden of parroting Republican talking points on Medicare for All.

“The charge that he’s making is exactly what the Republicans are saying,” Sanders told the New York Times in July while excoriating Biden for siding with “insurance companies and the pharmaceutical industries” on the issue.

Many, however, have noted that the battle for Medicare for All is really just a proxy battle between the establishment, which is averse to change, and the grassroots. Biden, himself, seemed to hint at this when he promised at a June fundraiser that “nothing would fundamentally change” if he was elected president."
1,"Ian Hanchett, Ian Hanchett","During an MSNBC climate change forum on Thursday, 2020 Democratic presidential candidate Senator Bernie Sanders (I-VT) stated that he believes he “would be positively disposed to” expanding asylum categories to include people who are pushed out of their homes… [+733 chars]","During an MSNBC climate change forum on Thursday, 2020 Democratic presidential candidate Senator Bernie Sanders (I-VT) stated that he believes he ""would be positively disposed to"" expanding asylum categories to include people who are pushed out of their homes…",2019-09-20,Breitbart News,Sanders: 'I Would Be Positively Disposed to' Expanding Asylum to Include Climate Refugees,https://www.breitbart.com/clips/2019/09/19/sanders-i-would-be-positively-disposed-to-expanding-asylum-to-include-climate-refugees/,"During an MSNBC climate change forum on Thursday, 2020 Democratic presidential candidate Senator Bernie Sanders (I-VT) stated that he believes he “would be positively disposed to” expanding asylum categories to include people who are pushed out of their homes due to climate change.

Moderator Chris Hayes asked, “Would you favor expanding the asylum categories, which are enumerated, right, to include a category for people that are specifically climate — pushed out by climate?”

Sanders responded, “I think that is absolutely something that we have to look at, and I think I would be positively disposed to that. But it has to exist all over the world. … I mean, it’s not just people in Latin America who would gravitate to the United States. It is people all over the world. And it means that we have to deal with the crises in these countries right now so that people can possibly stay there, and we have to welcome people all over the world.”

Follow Ian Hanchett on Twitter @IanHanchett"
2,"Hannah Bleau, Hannah Bleau","Ryan participated in the forum Thursday, where he was asked about “overpopulation” and its role in climate change.
“What effect do you feel that overpopulation has with global warming and should we be doing anything to combat this?” a student asked.
Ryan wa… [+2055 chars]","Democrat 2020 candidate Rep. Tim Ryan (D-OH) suggested that the government needs to play a role in orchestrating population control in the form of ""family planning"" during MSNBC's climate change forum at Georgetown University on Thursday.",2019-09-20,Breitbart News,"Tim Ryan Calls for U.N., State Dept. to Help Fight Climate Change with Population Control",https://www.breitbart.com/politics/2019/09/20/tim-ryan-calls-government-involvement-controlling-population-fight-climate-change/,"Democrat 2020 candidate Rep. Tim Ryan (D-OH) suggested that the government needs to play a role in addressing overpopulation in the form of “family planning” during MSNBC’s climate change forum at Georgetown University on Thursday.

Ryan participated in the forum Thursday, where he was asked about “overpopulation” and its role in climate change.

“What effect do you feel that overpopulation has with global warming and should we be doing anything to combat this?” a student asked.

Ryan was perceptive to the premise of the question – that population control needs to be part of the climate change conversation.

“It’s about resources, so yeah,” Ryan said. “I mean, I think we should be active again with international agencies within the State Department.”

“Now the president wants once to cut the State Department budget dramatically,” he continued, adding that the U.S. needs to “be involved in the United Nations family planning efforts around the world.”

“I think we need to continue to do that. It’s an important approach that we need to continue to make,” he added.

Ryan’s remarks echo the call Sen. Bernie Sanders (I-VT) made during CNN’s 7-hour climate change town hall this month. The socialist senator floated global population control during the forum after a woman asked if he would be “courageous enough to discuss this issue [population control] and make it a key feature of a plan to address climate catastrophe.”

“The answer is yes,” Sanders said, articulating his support of population control in the form of contraceptives and worldwide abortions.

“And the Mexico City agreement, which denies American aid to those organizations around the world that are – that allow women to have abortions or even get involved in birth control is totally absurd,” he continued.

“So I think especially in poor countries around the world, where women do not necessarily want to have large numbers of babies and where they can have the opportunity to birth control to control the number of kids they have is something I very, very strongly support,” he added.

Activists across the globe are taking part in a worldwide strike to protest climate change on Friday. Clips show thousands of people gathering in cities across the globe to stand against the “looming threat.” Protesters in the nation’s capital could be heard shouting, “Hey hey, ho ho. Climate change has got to go” and “Don’t eat cows, eat the rich.” Some activists took their positions a step further, telling Breitbart News that socialism and climate change activism go hand in hand."
3,Steve Benen,"Today’s installment of campaign-related news items from across the country.
* New York City Mayor Bill de Blasio ended his Democratic presidential campaign this morning, explaining on MSNBC, I feel like I have contributed all I can to this primary election. … [+1888 chars]",Today's installment of campaign-related news items from across the country.,2019-09-20,MSNBC,"Friday's Campaign Round-Up, 9.20.19",http://www.msnbc.com/rachel-maddow-show/fridays-campaign-round-92019,"Today’s installment of campaign-related news items from across the country.

* New York City Mayor Bill de Blasio ended his Democratic presidential campaign this morning, explaining on MSNBC, “I feel like I have contributed all I can to this primary election. It’s clearly not my time.” There are still 19 candidates vying for the party’s nomination.

* Joe Biden’s presidential campaign picked up three notable congressional endorsements yesterday, receiving support from Reps. Emanuel Cleaver (D-Mo.), G.K. Butterfield (D-N.C.), and Charlie Crist (D-Fla.). Both Cleaver and Butterfield have served as chairs of the Congressional Black Caucus.

* Bernie Sanders’ presidential campaign announced an impressive milestone yesterday: the Vermont senator became the first 2020 candidate to reach 1 million individual donors. Then-candidate Barack Obama also topped the million-donor mark in his 2008 race, but Sanders reached the threshold even faster.

* There’s been increased speculation in recent weeks about whether Rep. Lucy McBath (D) would run in one of Georgia’s two U.S. Senate races next year, but the first-term lawmaker announced yesterday that she would instead run for re-election to her U.S. House seat.

* The latest Monmouth University poll in New Jersey shows Sen. Cory Booker (D) popular in his home state, but that’s not translating into strong support for his presidential campaign. Biden leads the Democratic field in the Garden State with 26%, followed by Elizabeth Warren at 20%, and Sanders at 18%. Booker is fourth in New Jersey with 9%.

* A notable tidbit from this week’s Fox News poll: it not only shows Donald Trump trailing each of the top Democratic contenders in hypothetical general election match-ups, it also shows Democrats with an enthusiasm edge over Republicans.

* And in New Hampshire, where Corey Lewandowski, Trump’s former campaign manager, appears to be gearing up for a U.S. Senate race, Sen. Ted Cruz (R-Texas) announced yesterday that he’s supporting former state House Speaker Bill O’Brien for the GOP nomination. Sen. Jeanne Shaheen (D), meanwhile, is generally seen as the favorite to win re-election."
4,F. Vincent Vernuccio for CNN Business Perspectives,"F. Vincent Vernuccio is a senior fellow at the Mackinac Center for Public Policy, which describes itself as an advocate for free markets and limited government and is a research and educational institute located in Midland, Michigan. The opinions expressed in… [+3532 chars]","After a recent corruption scandal and a failed organizing attempt, the United Auto Workers union is trying to flex its muscle with its strike against General Motors. But, by doing so, it risks further alienating the very members it aims to serve.",2019-09-20,CNN,The GM strike isn't about what's best for workers,https://www.cnn.com/2019/09/20/perspectives/uaw-gm-strikes-workers/index.html,"F. Vincent Vernuccio is a senior fellow at the Mackinac Center for Public Policy, which describes itself as an advocate for free markets and limited government and is a research and educational institute located in Midland, Michigan. The opinions expressed in this commentary are his own.

After a recent corruption scandal and a failed organizing attempt, the United Auto Workers union is trying to flex its muscle with its strike against General Motors. But, by doing so, it risks further alienating the very members it aims to serve.

The labor union's show of strength so far has amounted to nearly 50,000 autoworkers indefinitely on strike with the promise of being compensated only $250 per week.

The strike comes at a great time for the scandal-ridden union. It offers the UAW the opportunity to restore its tarnished reputation with workers after several UAW officials were implicated in a federal probe last week concerning embezzled member dues. Expenses were reported for luxury items such as golf outings, expensive cigars and extended stays in private villas among other things, according to a federal criminal complaint. The union issued this statement in response to the probe: ""While these allegations are very concerning, we strongly believe that the government has misconstrued any number of facts and emphasize that these are merely allegations, not proof of wrongdoing.""

It makes you question whose best interest the UAW has in mind. On Sunday they rejected a contract offer from GM that met several of the union's demands and could have avoided a strike altogether. Instead, both workers and the company will experience losses while the UAW tries to play hard ball.

Surely, the UAW wants GM to experience some pain in order to demonstrate its value. But how long are they willing to wait it out when autoworkers' livelihoods are on the line, especially when a reasonable deal seems obtainable."
5,Carmen Reinicke,,"The US Chamber of Commerce's Center for Capital Markets Competitiveness released a new report detailing how financial transaction taxes would hurt US taxpayers, investors, and consumers. Democratic presidential candidates Bernie Sanders, Kamala Harris, and ot…",2019-09-21,Google News,The US Chamber of Commerce released a report slamming taxes on Wall Street like those proposed by Bernie Sanders and Kamala Harris,http://feedproxy.google.com/~r/businessinsider/politics/~3/3y3KdQf6paI/bernie-sanders-kamala-harris-financial-transaction-tax-bad-idea-chamber-of-commerce-2019-9,"Brian Snyder/Reuters

The US Chamber of Commerce's Center for Capital Markets Competitiveness released a new report detailing how financial transaction taxes would hurt US taxpayers, investors, and consumers.

Democratic presidential candidates Bernie Sanders, Kamala Harris, and others have proposed taxing trades to raise revenue for various plans.

But there's debate over how much the taxes would actually raise, and what costs investors would pay.

Countries that do have successful financial transaction taxes largely include exemptions for market makers and high frequency traders, which US plans aim to curb.

Read more on Markets Insider.

The US Chamber of Commerce's Center for Capital Markets Competitiveness has released a new report detailing how a financial transaction tax would hurt US taxpayers, investors, and consumers. Such taxes have been proposed and highly touted by Democratic presidential candidates Bernie Sanders and Kamala Harris.

""Main street will pay for the tax, not Wall Street,"" wrote the report's author, James Angel, an associate professor of finance at Georgetown University.

""It won't punish bad actors or prevent the next financial crisis, or even tame market volatility,"" he continued. ""Instead, it will punish all Americans through depressed asset values, making saving enough for retirement even harder.""

Angel also said it could result in higher consumer prices, fewer jobs, and damaged financial markets.

While Sanders has proposed a financial transaction tax to pay for his ""College for all and cancel all student debt"" plan, Harris has designs on it funding her ""Medicare for all"" proposal.

Beyond the 2020 campaign trail, a few key pieces of legislation have been proposed in that call for a tax on trades — The Wall Street Tax Act by Senator Brian Schatz and Representative Peter DeFazio, and the Inclusive Prosperity Act of 2019, introduced in May by Sanders and Representative Barbara Lee to ""curb Wall Street greed.""

The Inclusive Prosperity Act outlines a tax of 0.5% for stocks, 0.1% for bonds, and 0.005% for derivatives — similar to Sanders' ""College for all"" plan. This is the structure most organizations use to model the impact of a tax on trades.

Here are some arguments cited in the Chamber of Commerce's study:

Some experts think average Americans will incur additional costs

The US Chamber of Commerce report argues that, over a lifetime, Sanders' plan would create a ""serious dent"" in retirement portfolios to the tune of a roughly 8.5% drop in accumulation.

Here's how it shakes out: A worker who saved $1,500 each year for 46 years in a fund earning 5% annually would see an approximately $20,000 drop in average lifetime retirement savings from the tax, according to Angel's math.

A recent study by the Modern Markets Initiative also detailed how much a tax on trades would cost retirement savers, as well as pension funds, 529 college savings plans, and university endowments — and didn't paint a particularly rosy picture.

The taxes likely wouldn't raise the money they claim they would

Sanders claims his plan will raise roughly $2.2 trillion over a 10-year period, which would be used to service the $1.6 trillion of outstanding student loan debt held by 45 million Americans.

But Angel says it's unlikely the plan would raise that much.

""FTTs rarely raise the desired net revenue because of their imact on trading volume along with the damage to other tax revenue through decreased capital gains and lower economic activity,"" he wrote.

Meanwhile, it's worth noting that when Sanders proposed a similar plan in 2016, the Tax Policy Center concluded that the plan would generate $400 billion over a decade — not $3 trillion as he claimed.

This was attributed to the idea that a tax on trades would discourage trading, hence bringing in less revenue through the tax.

""An FTT has merits,"" wrote Howard Gleckman, a senior fellow at the Tax Policy Center. ""But its ability to raise revenue is limited because trading will decline and perhaps migrate to markets not subject to the tax.""

The proposed plans don't look like ones in other countries

Financial transaction taxes do exist in other countries, with various degrees of success. In the US, most plans propose a tax as a way to curb high-frequency trading and rein in Wall Street in addition to raising revenue.

But Angel argues that not all high-frequency trading is bad.

""HFTs such as market makers are not screwing regular people,"" Angel wrote. ""They are providing beneficial services to investors when they want to buy or sell stocks.""

In other countries that tax trading, there are exemptions for market makers who are seen doing beneficial work. The UK, France, and Italy all exempt market makers from financial transaction taxes, Angel wrote.

That's something not included in the current versions of US proposals. Dean Baker, the co-director for the Center for Economic and Policy Research, said he recommends market makers pay the tax and then apply for a refund later for trades conducted to make the market.

""I think it would be desirable to put that exemption in,"" Baker told Markets Insider. ""They do play a useful role. The point is to distinguish between when they're making the market and when they're trading on their own behalf.""

There is also debate over how much of a tax is appropriate to bring in revenue and not slow markets too much.

""The Sanders plan is higher than I would go,"" Baker said.

His worry is that at a higher tax rate, investors may be incentivized to avoid the tax by hiding trades. He says that a 0.2% tax on stock trades might be a better balance.

""There would be much less gaming"" at that level, he said. ""You can't with a straight face say it would bring the markets crashing down."""
6,MPX,,"2020 Presidential Candidate Bernie Sanders talks Trump’s ‘disturbing’ view on climate change, his “just transition” plan for fossil fuel workers, and more with Chris Hayes during Climate Forum 2020.",2019-09-20,MSNBC,Bernie on climate crisis: ‘I would use all the executive...,https://www.msnbc.com/all-in/watch/bernie-on-climate-crisis-i-would-use-all-the-executive-powers-that-we-have-69425221673,"2020 Presidential Candidate Bernie Sanders talks Trump’s ‘disturbing’ view on climate change, his “just transition” plan for fossil fuel workers, and more with Chris Hayes during Climate Forum 2020."
7,,,"Welcome to Majority.FM 's AM QUICKIE! Brought to you by justcoffee.coop TODAY'S HEADLINES: Amid new reports that a high-level whistleblower complaint against Trump centers on Ukraine, Rudy Giuliani tells CNN, ‘Yeah, I asked Ukraine to investigate Joe Biden. S…",2019-09-20,Google News,"AM QUICKIE: September 20th, 2019 w/ Sam Seder & Lucie Steiner",http://feedproxy.google.com/~r/MajorityReport/~3/caK0INqC8-w/092019_AMQ.mp3,no words found
8,MPX,,"Joe Biden's numbers are at their lowest since May in the latest Fox News polling, yet Bernie Sanders is experiencing a boost. Also, Biden, Sanders, Warren and Harris lead Trump in a theoretical match-up.",2019-09-20,MSNBC,"Biden support falls, Sanders gains in new polling",https://www.msnbc.com/morning-joe/watch/biden-support-falls-sanders-gains-in-new-polling-69351493716,"Joe Biden's numbers are at their lowest since May in the latest Fox News polling, yet Bernie Sanders is experiencing a boost. Also, Biden, Sanders, Warren and Harris lead Trump in a theoretical match-up."
9,Kyle Morris,"While Cardi B made it clear that she has “never been” or had connections to the Nine Trey Gangsta Bloods gang, she wrote that she is in fact a Blood.
“You just said it yourself …Brim not 9 Trey,” the rapper-activist wrote in a now-deleted tweet. “I never bee… [+924 chars]","Rapper and Bernie Sanders presidential campaign advocate Cardi B denied the accusation that she is a member of the Nine Trey Gangsta Bloods gang, a claim made by incarcerated rapper Tekashi 69.",2019-09-21,Breitbart News,Bernie Sanders Spox Cardi B Named as Bloods Gang Member,https://www.breitbart.com/entertainment/2019/09/21/bernie-sanders-spox-cardi-b-named-as-bloods-gang-member/,"Rapper and Bernie Sanders presidential campaign advocate Cardi B denied the accusation that she is a member of the Nine Trey Gangsta Bloods gang, a claim made by incarcerated rapper Tekashi 69.

While Cardi B made it clear that she has “never been” or had connections to the Nine Trey Gangsta Bloods gang, she wrote that she is in fact a Blood.

“You just said it yourself …Brim not 9 Trey,” the rapper-activist wrote in a now-deleted tweet. “I never been 9 Trey or associated with them.”

According to TMZ, a representative for Cardi B denied that she is a member of the Bloods, saying “This is not true.”

Tekashi, who is on trial for racketeering, drug trafficking, and other crimes, claimed Thursday during a court appearance that fellow New York City rapper Jim Jones is a member of the notorious Nine Trey Gangsta Bloods gang.

Cardi B, of course, is a virulent critic of President Donald Trump. The rapper attacked Trump, saying “I hate him,” in April while endorsing Sanders’ presidential bid. She was featured in a July presidential campaign video from Sen. Bernie Sanders (I-VT). The “Invasion of Privacy” rapper was praised by the White House hopeful who said, “She’s really smart.”

Sanders also sat down with Cardi B for a twelve minute interview where he discussed tax hikes and minimum wage increases with her."
