,author,content,description,publishedAt,source,title,url,full_art
0,Michelle Goldberg,"Joe Biden appears to have been uncomfortable with his sons involvement with Burisma; in a New Yorker profile, Hunter recalled his father saying, I hope you know what you are doing. Hunter said they never spoke further about the issue; Biden has made a point o… [+1779 chars]",The president’s accusations turn reality on its head and the media should say so.,2019-10-01,The New York Times,Trump’s Claims About Biden Aren’t ‘Unsupported.’ They’re Lies.,https://www.nytimes.com/2019/09/30/opinion/trump-ukraine-republican.html,"Joe Biden appears to have been uncomfortable with his son’s involvement with Burisma; in a New Yorker profile, Hunter recalled his father saying, “I hope you know what you are doing.” Hunter said they never spoke further about the issue; Biden has made a point of not talking to his son about his business dealings.

It’s not hard to imagine why Biden didn’t press Hunter. The Biden boys and their father had been through hell together. Hunter has said his first memory was waking up in the hospital next to his older brother, Beau, after the car crash that killed their mother and baby sister. He grew up to be a troubled man, his life pockmarked by addiction and failure.

Beau died of brain cancer a few months before Biden traveled to Ukraine to push the government to crack down on corruption. It’s not shocking that, at a moment when his family was consumed by grief, Biden wasn’t inclined to confront his surviving son.

But even if you’re not inclined to empathize with Biden — even if you assume the worst about him — Trump’s conspiracy theory makes no sense. To believe it, you’d have to first believe that the foreign affairs apparatus of the Obama administration was willing to put its credibility on the line in service of the black sheep of the Biden family. After all, Joe Biden wasn’t freelancing in Ukraine; he was carrying out White House policy.

Further, if the Trump administration truly believes that Obama’s Ukraine policy was crooked, one might ask why it has Pyatt, who helped accomplish that policy, representing America as ambassador to Greece.

Most important, getting rid of Shokin made an investigation of Burisma more likely, not less. “He didn’t want to investigate Burisma,” the Ukrainian anti-corruption activist Daria Kaleniuk told The Washington Post. “Shokin was fired not because he wanted to do that investigation, but quite to the contrary, because he failed that investigation.”

However bad the optics around Hunter Biden, Joe Biden was not serving his son’s interests. If anything, they were working at cross-purposes."
1,Shane Goldmacher,Mr. Bidens campaign has said he scored his best week of fund-raising since the second week of the campaign as Democrats initiated an impeachment inquiry of Mr. Trump over a whistle-blower complaint claiming that Mr. Trump prodded the president of Ukraine to i… [+1938 chars],"In the last three months, Bernie Sanders raised $25.3 million. Pete Buttigieg raised $19.1 million and Kamala Harris $11.6 million, at a time when donations signal viability.",2019-10-02,The New York Times,Sanders Posts Biggest Money Haul of Quarter. Will Warren Top Him?,https://www.nytimes.com/2019/10/01/us/politics/democrats-q3-fundraising-numbers.html,"This weekend, top Biden donors and bundlers have been invited to a retreat in Philadelphia to discuss the campaign’s next phase.

Mr. Biden’s campaign has said he scored his best week of fund-raising since the second week of the campaign as Democrats initiated an impeachment inquiry of Mr. Trump over a whistle-blower complaint claiming that Mr. Trump prodded the president of Ukraine to investigate the business dealings there of Mr. Biden’s son Hunter Biden.

Still, some Biden supporters are nervous about how the impeachment process, and any added scrutiny of Hunter Biden’s business affairs, will play out. Some have even discussed creating a super PAC, which the campaign quickly disavowed. Others see in Ms. Warren’s rise as a top rival, with Mr. Sanders in third, an opportunity for Mr. Biden to truly consolidate a donor class that has remained fractured.

Mr. Biden’s ability to attract small donors will be closely scrutinized. In the last 90 days, his campaign ranked 10th among the Democratic presidential candidates for advertising dollars on Facebook, where campaigns often prospect for new contributors. He spent less than one-quarter of what Mr. Buttigieg had spent on the platform in that time, and well less than half of what Ms. Warren and Mr. Sanders had spent, according to Facebook data.

Mr. Biden told donors at a sushi restaurant in Los Angeles last week that he had nearly 670,000 donations overall with an average donation of $46, which would translate to only about $10.8 million this quarter. A Biden campaign official said the former vice president had not presented the “full picture” but declined to elaborate.

A Biden campaign official said Tuesday that the former vice president had “unequivocally’’ raised enough money to be competitive in the primary race, and that details would be released soon.

[Sign up for our politics newsletter and join the conversation around the 2020 presidential race.]

Steve Westly, a bundler for Mr. Biden in California, said that skeptics and critics place too much importance on any one measurement of Mr. Biden’s candidacy."
2,Sydney Ember,"Mr. Sanders announced his total for the quarter just minutes after Mayor Peter Buttigieg of South Bend, Ind., said he had raised $19.1 million in the same period.
The fund-raising announcement comes as Mr. Sanderss campaign begins a crucial phase of his pres… [+1206 chars]",The big haul in the third quarter of 2019 reflected the senator’s continued strength with small-dollar donors.,2019-10-01,The New York Times,Bernie Sanders Raises $25.3 Million for Presidential Bid,https://www.nytimes.com/2019/10/01/us/politics/bernie-sanders-fundraising.html,"His third-quarter dollar total exceeds the $18 million he raised in the second quarter, which was roughly the same amount he collected during the first six weeks of his campaign at the beginning of the year. His campaign did not say how much cash it had on hand.

Mr. Sanders announced his total for the quarter just minutes after Mayor Pete Buttigieg of South Bend, Ind., said he had raised $19.1 million in the same period.

The fund-raising announcement comes as Mr. Sanders’s campaign begins a crucial phase of his presidential bid. He and his advisers had tried for months to portray the race as a battle between Mr. Sanders and Joseph R. Biden Jr., but the surge of Ms. Warren, his chief ideological rival, has scrambled that strategy. The top tier of candidates in the field has narrowed faster than his advisers expected, complicating matters: Rather than competing for the nomination with a half dozen candidates, he is essentially battling just two right now — Mr. Biden and Ms. Warren."
3,Astead W. Herndon,"This is a campaign that is growing, expanding, and built to win this primary, Mr. Rodriguez said in a statement. We are ready to harness the energy of our thousands of grass-roots volunteers to phone bank, knock doors and turn out the vote for Kamala in these… [+1588 chars]","The California senator raised about half of her total funds from digital fund-raising, a campaign spokesman said.",2019-10-01,The New York Times,"Kamala Harris, Trailing Top Rivals, Raises $11.6 Million in Third Quarter",https://www.nytimes.com/2019/10/01/us/politics/kamala-harris-fundraising.html,"Senator Kamala Harris of California has raised $11.6 million in the past three months, her campaign said on Tuesday, a total that almost identically matches her fund-raising totals from previous quarters, when she also raised around $12 million.

Ms. Harris’s third-quarter number is far below what some other candidates reported this week: Mayor Pete Buttigieg of South Bend, Ind., raised $19.1 million; Senator Bernie Sanders of Vermont announced an eye-popping $25.3 million haul, the largest of any candidate this cycle. Two other top tier candidates, Senator Elizabeth Warren of Massachusetts and former Vice President Joseph R. Biden Jr., have yet to release their third-quarter totals.

Ms. Harris’s total for the second quarter of the year was $11.8 million, helped by a strong online donation push in the final days. This quarter, which included a summer largely spent at a slew of closed-door events and away from the campaign trail , Ms. Harris has seen her financial standing hold steady even as her political prospects fell. Polling now has her increasingly falling behind the race’s top-tier candidates."
4,Lara Jakes and David E. Sanger,"On Wednesday, he said American policy toward Ukraine would remain focused on pushing back against Russia, strengthening ties between Washington and Kiev, and rooting out corruption in Ukraine. 
Its what the State Department officials that Ive had the privile… [+1323 chars]",Secretary of State Mike Pompeo once accused the Obama administration of obstructing a House inquiry and letting politics override national interests. He now faces similar charges.,2019-10-02,The New York Times,Echoes of Benghazi Criticism and Anger Confront Pompeo in Ukraine Inquiry,https://www.nytimes.com/2019/10/02/us/politics/pompeo-ukraine-impeachment.html,"Mr. Pompeo has often said that the Trump administration has not been tested by a true foreign crisis and that sooner or later one was coming. Now he is caught in the middle of a domestic one . He will be pressed to explain what he knew — after acknowledging that he listened in on a July 25 phone call between Mr. Trump and the newly elected president of Ukraine, Volodymyr Zelensky — and how he reacted when he heard his boss seek political help.

“I was on the phone call,” he said Wednesday, but ignored a question about what he thought about Mr. Trump’s requests.

That admission was a marked change. In interviews in recent weeks, Mr. Pompeo repeatedly evaded questions about the content of the call between the two presidents, and never volunteered that he had listened in.

In an interview on Sept. 22, days before the White House released a transcript of the call, Mr. Pompeo suggested that he was unaware of the details, telling Martha Raddatz of ABC that he had not seen the whistle-blower report and then describing American policy toward Ukraine in traditional terms, without reference to the favors Mr. Trump sought.

The Benghazi hearings that first brought national attention to Mr. Pompeo, then a conservative congressman from Kansas, investigated systematic security failings after four Americans, including Ambassador J. Christopher Stevens, were killed in an attack on a diplomatic outpost and a nearby C.I.A. annex in 2012. The two-year congressional inquiry — one of the most bitterly partisan in history — concluded that the State Department and the C.I.A. did not appreciate the high security risk in Benghazi, but found no evidence that Mrs. Clinton was directly to blame.

Like the Benghazi hearings, the impeachment proceedings, opened last week by House Democrats, are as immersed in diplomacy as they are in political intrigue. In recent days Mr. Pompeo’s role in the Ukraine chain of events has become increasingly clearer — and ever closer to the center of the controversy."
5,Glenn Thrush and Maggie Astor,"Until Wednesday, Mr. Biden was one of the few leading Democratic candidates who had not yet released a plan on guns. His proposal includes several elements supported by most, if not all, Democrats in the race, including universal background checks, an assault… [+1623 chars]",A forum organized by Giffords and March for Our Lives aimed to bring gun policy back to the forefront of the Democratic primary.,2019-10-02,The New York Times,"2020 Democrats Call for Gun Control in Las Vegas, 2 Years After Mass Shooting There",https://www.nytimes.com/2019/10/02/us/politics/march-for-our-lives-msnbc-gun-control-forum.html,"LAS VEGAS — The 2020 Democratic presidential candidates on Wednesday expressed their collective support for sweeping new gun control measures, appearing at a forum in a city still grieving after a gunman massacred 58 concertgoers two years and one day ago.

The forum, sponsored by two gun control organizations and MSNBC, was intended as a platform for a policy discussion — but it quickly became an outlet for rising anxiety among Democrats who fear the country has grown numb to mass shootings, like the ones that took place during a single August weekend in El Paso and in Dayton, Ohio.

“It’s not an intellectual issue,” said Senator Cory Booker of New Jersey, speaking to an audience that included the families of some shooting victims. “This is living with a sense of urgency. We cannot wait. This is no time for an impotence of empathy. We cannot wait until this hell is upon your community for you to be activated in this fight.”

For six hours, the event was punctuated by emotional and sometimes graphic descriptions of the horror that fell upon Las Vegas on Oct. 1, 2017."
6,Thomas L. Friedman,"Again, how eager will Republicans be to defend Giuliani and Trump by trashing a U.S. ambassador with a stellar record who was trying to prevent foreign interference in our elections?
Unlike Robert Mueller, who never spoke until it was too late and had his wo… [+1997 chars]",There’s an approach that avoids both a “civil war” and Trump’s guaranteed re-election.,2019-10-01,The New York Times,"How to Impeach Trump, Do Justice and Win an Election",https://www.nytimes.com/2019/10/01/opinion/trump-impeachment-election.html,"I’m going to discuss impeachment today, but first I want to talk about the National Symphony Orchestra’s opening concert and gala last Saturday night. It was very revealing.

At mid-concert, the chairman of the Kennedy Center, David M. Rubinstein, came out to greet the audience and the V.I.P.s. He welcomed the different ambassadors, then he went through the cabinet members present and then the Supreme Court justices. He introduced Justice Samuel Alito, who got a smattering of applause. Then he introduced Justice Ruth Bader Ginsburg, seated in the balcony. First many women in the audience stood up to applaud. And then everyone stood up. And then everyone applauded. And then everyone applauded more. And then some people cheered. And then some whistled. And it went on and on and on.

It was extraordinary. I’ve been to a lot of Kennedy Center concerts, and a few when the president, sitting in his official box, was introduced. But I’ve never witnessed anything like the reception for Justice Ginsburg. And this was not a totally liberal audience. There were many older G.O.P. donors and corporate types there. This was a spontaneous, bipartisan expression of respect for, and longing for, a national leader of integrity and humility — after three years of a president utterly without shame, for whom no ethical red line has been too red to cross.

There is still a civic pulse in this country. Some Americans still support President Trump, but far, far more are exhausted and disgusted by him. And that is why his latest outrage is so dangerous to him. He knows that we know that many Republicans know that he committed an impeachable offense. And it’s all out there now: a whistle-blower complaint filed by a C.I.A. officer detailing how Trump dangled military assistance in front of the president of Ukraine if he would do Trump a “favor” and investigate bogus corruption charges against Joe Biden."
7,Michelle Cottle,"In a Sunday appearance on CNN, Representative Jim Jordan dismissed the scandal as a plot by Democrats to bring down the president, before unleashing the unsubstantiated allegations against former Vice President Joe Biden that Mr. Trump has been pushing. It wa… [+2076 chars]","G.O.P. leaders, confused and dazed by the Ukraine scandal, haven’t come up with a coherent defense. Maybe because there isn’t one?",2019-10-02,The New York Times,"Republicans, You’re Not Helping Trump",https://www.nytimes.com/2019/10/01/opinion/trump-republicans-ukraine.html,"What a difference Ukraine makes.

For months, Republicans gloated as Democrats agonized and squabbled over the question of impeaching President Trump. Should they? Dare they? Did the congressional investigations already taking place qualify as an impeachment inquiry? Grappling with a decision so monumental, and politically risky, the Democratic Party threatened to tear itself apart.

Then came last week’s announcement by Speaker Nancy Pelosi that a formal impeachment investigation was moving forward in the House. Faster than you can say “whistle-blower,” the dynamic flipped. Democrats united behind the message that Mr. Trump, in soliciting a foreign government’s help to undermine one of his domestic political rivals, had left them no choice but to pursue such an inquiry. Republicans struggled to respond, with some of their arguments more creative — and coherent — than others. Among their efforts:

Senator Lindsey Graham opted for a hard brushback: “To impeach any president over a phone call like this would be insane,” he told CNN last Wednesday, referring to the July 25 conversation between Mr. Trump and the Ukrainian president, Volodymyr Zelensky. “There is no there there,” he insisted on Fox News hours later, warning that “if this is an impeachable offense — this phone call — God help the next person to be president of the United States.”

The House minority leader, Kevin McCarthy, tried a gentler version of this on CBS’s “60 Minutes,” saying he interpreted the call as “two leaders having admiration, not intimidation.”

Mike Pompeo, the secretary of state, turned the tables, accusing House Democrats of trying to “intimidate, bully and treat improperly” five State Department officials called to give depositions starting this week on the Ukraine affair."
8,Ivan Nechepurenko,"The two presidents were accompanied only by their interpreters, and some congressional Democrats have called for Mr. Trumps interpreter, Marina Gross, to testify about what she had heard.
As for Mr. Trumps conversation with Mr. Zelensky, Mr. Putin defended t… [+1653 chars]","Days after his spokesman said the leaders’ chats should remain secret, Mr. Putin said he had nothing to hide, and made light of charges of election interference.",2019-10-02,The New York Times,Putin Says He Doesn’t Mind if Private Talk With Trump Is Made Public,https://www.nytimes.com/2019/10/02/world/europe/putin-trump-private-talk.html,"MOSCOW — President Vladimir V. Putin of Russia said on Wednesday that he would not mind if the White House made public his talks with President Trump at a summit meeting last year, because there was nothing incriminating in their conversations.

Just five days earlier, Mr. Putin’s spokesman had said the Kremlin would not want records of the two presidents’ talks released. But Mr. Putin, a former K.G.B. spy, said his previous job had taught him that any conversation he had could be published.

“Therefore, when they tried to spin another scandal over our meeting with President Trump in Helsinki, we told the administration directly: If someone wants to find out something, publish; we are not against it,” the Russian president said at an energy conference in Moscow. “I can assure you there was nothing there that could compromise President Trump.”

The Kremlin spokesman, Dmitri S. Peskov, said on Friday that Moscow would not want to see Mr. Trump’s and Mr. Putin’s conversations made public, amid the uproar caused by the White House’s release of an account of a call between Mr. Trump and President Volodymyr Zelensky of Ukraine."
9,Ann M. Simmons,"MOSCOWIn his first public comments on the political scandal that has engulfed the Trump administration, Russian President 
Vladimir Putin
said he wouldnt oppose his conversations with President 
Trump
being made public, a reversal of the Kremlins position… [+5666 chars]",Putin No Longer Opposes Releasing Transcripts of His Meetings With Trump The Wall Street Journal Putin jokes that Russia will meddle in 2020 US elections CNN Putin jokes that Moscow plans to meddle in the 2020 election POLITICO Putin On Ukraine Call: Presiden…,2019-10-02,The Wall Street Journal,Putin No Longer Opposes Releasing Transcripts of His Meetings With Trump - The Wall Street Journal,https://www.wsj.com/articles/putin-no-longer-opposes-releasing-transcripts-of-his-meetings-with-trump-11570033302,"MOSCOW—In his first public comments on the political scandal that has engulfed the Trump administration, Russian President Vladimir Putin said he wouldn’t oppose his conversations with President Trump being made public, a reversal of the Kremlin’s position opposing the publication of the two leaders’ talks.

The Kremlin has until now voiced opposition to the publication of the conversations between Messrs. Trump and Putin. Exchanges between the two leaders have generated intense interest in light of evidence that Russia interfered..."
