,author,content,description,publishedAt,source,title,url,full_art
0,Sydney Ember,"Mr. Sanders announced his total for the quarter just minutes after Mayor Peter Buttigieg of South Bend, Ind., said he had raised $19.1 million in the same period.
The fund-raising announcement comes as Mr. Sanderss campaign begins a crucial phase of his pres… [+1206 chars]",The big haul in the third quarter of 2019 reflected the senator’s continued strength with small-dollar donors.,2019-10-01,The New York Times,Bernie Sanders Raises $25.3 Million for Presidential Bid,https://www.nytimes.com/2019/10/01/us/politics/bernie-sanders-fundraising.html,"His third-quarter dollar total exceeds the $18 million he raised in the second quarter, which was roughly the same amount he collected during the first six weeks of his campaign at the beginning of the year. His campaign did not say how much cash it had on hand.

Mr. Sanders announced his total for the quarter just minutes after Mayor Pete Buttigieg of South Bend, Ind., said he had raised $19.1 million in the same period.

The fund-raising announcement comes as Mr. Sanders’s campaign begins a crucial phase of his presidential bid. He and his advisers had tried for months to portray the race as a battle between Mr. Sanders and Joseph R. Biden Jr., but the surge of Ms. Warren, his chief ideological rival, has scrambled that strategy. The top tier of candidates in the field has narrowed faster than his advisers expected, complicating matters: Rather than competing for the nomination with a half dozen candidates, he is essentially battling just two right now — Mr. Biden and Ms. Warren."
1,Alan Rappeport and Thomas Kaplan,"The tax proposed by Ms. Warren would apply to households worth over $50 million. She would impose a 2 percent tax on net worth above $50 million, and a 3 percent tax on net worth above $1 billion.
The plan from Mr. Sanders would apply to a larger number of h… [+2140 chars]",Proposals from Elizabeth Warren and Bernie Sanders have raised concerns from economists and business leaders who fear the plans would sap economic growth.,2019-10-01,The New York Times,Democrats’ Plans to Tax Wealth Would Reshape U.S. Economy,https://www.nytimes.com/2019/10/01/us/politics/sanders-warren-wealth-tax.html,"The dueling policy proposals from Ms. Warren and Mr. Sanders come as they compete intensely for support from the same universe of liberal voters and activists. Their tax proposals are helping to galvanize those on the left, but their ideas will also provide fodder for Republicans eager to paint them in a general election as tax-happy and too liberal.

Polls have found widespread support for the idea of taxing wealth. A poll conducted for The New York Times by the internet research firm SurveyMonkey this summer found that two-thirds of Americans, including a majority of Republicans, backed a 2 percent tax on households worth over $50 million, which is the heart of Ms. Warren’s plan.

The proposals for a wealth tax are among a variety of ideas for collecting more tax revenue that Democratic presidential candidates have put forward. On Monday, Mr. Sanders proposed a new tax on corporations that have a huge gap between what they pay their chief executive and their median worker. Jared Bernstein, who was chief economist for Vice President Joseph R. Biden Jr. from 2009 to 2011, said he has discussed with the Biden campaign a proposal to tax financial transactions.

[The latest data and analysis to keep track of who’s leading the race to be the Democratic nominee.]

On the campaign trail, Ms. Warren explains the concept of a wealth tax by putting it in familiar terms, likening it to the property taxes that many Americans pay on their homes. For the superrich, she said in South Carolina on Saturday, “how about we include in yours not only your real estate, but also your stock portfolio, the diamonds, the Rembrandt and the yacht?”

Mr. Sanders is blunt about his desire to reduce the size of America’s biggest fortunes, even highlighting how much individual billionaires would have to pay in taxes under his proposal. He said last week that he did not believe billionaires should exist in the United States.

“There’s no question to my mind that the United States is moving toward an oligarchy,” Mr. Sanders said. “This is an issue that has to be addressed, and this wealth tax begins to do that.”"
2,Sydney Ember and Jonathan Martin,"Senator Bernie Sanders was hospitalized and treated for an artery blockage and is canceling his events for the coming days, a campaign official said on Wednesday.
During a campaign event yesterday evening, Senator Sanders experienced some chest discomfort, J… [+830 chars]",The Vermont senator experienced some chest discomfort at an event on Tuesday evening.,2019-10-02,The New York Times,Bernie Sanders Being Treated for an Artery Blockage,https://www.nytimes.com/2019/10/02/us/politics/bernie-sanders-health.html,"Still, it is unclear when Mr. Sanders will return to the campaign trail or whether he will be able to participate in the next Democratic debate, on Oct. 15 in Westerville, Ohio, near Columbus.

[Have you or your loved ones had experience with stents? We want to hear how it may have affected your life and work. Please share your story in the comments.]

Mr. Sanders’s heart issue could prove to be a political problem for him, and it has the potential to change the dynamic of a still-fluid Democratic race. Mr. Sanders has largely avoided scrutiny of his age and his health. But he and his rivals will now be under increasing pressure to release detailed medical records as Democratic voters try to settle on the best candidate to take on President Trump, who is himself 73.

Mr. Sanders, Mr. Biden and Senator Elizabeth Warren, who is 70, have all said they would release their records before the first voting starts in February.

When Mr. Sanders returns to the campaign, he may find what was already his biggest challenge — finding new converts to his mission — to be even more difficult.

“I do think this makes it harder for him to persuade new supporters to come into his column because this will at least be in the back of people’s minds,” said Erik Smith, a longtime Democratic strategist.



The setback with his health also comes amid something of a political slump for Mr. Sanders in his second run for the presidency. He has continued to raise substantial amounts of money from his dedicated supporters — on Tuesday, his campaign celebrated an impressive third-quarter fund-raising haul of $25.3 million — and has remained among the top three contenders in the primary. But he has been unable to expand his base beyond those enthusiasts. In recent weeks, he shook up his staff in Iowa and New Hampshire, the first two nominating states, in an effort to jump-start his candidacy as Ms. Warren passed him in some polls."
3,Shane Goldmacher,Mr. Bidens campaign has said he scored his best week of fund-raising since the second week of the campaign as Democrats initiated an impeachment inquiry of Mr. Trump over a whistle-blower complaint claiming that Mr. Trump prodded the president of Ukraine to i… [+1938 chars],"In the last three months, Bernie Sanders raised $25.3 million. Pete Buttigieg raised $19.1 million and Kamala Harris $11.6 million, at a time when donations signal viability.",2019-10-02,The New York Times,Sanders Posts Biggest Money Haul of Quarter. Will Warren Top Him?,https://www.nytimes.com/2019/10/01/us/politics/democrats-q3-fundraising-numbers.html,"This weekend, top Biden donors and bundlers have been invited to a retreat in Philadelphia to discuss the campaign’s next phase.

Mr. Biden’s campaign has said he scored his best week of fund-raising since the second week of the campaign as Democrats initiated an impeachment inquiry of Mr. Trump over a whistle-blower complaint claiming that Mr. Trump prodded the president of Ukraine to investigate the business dealings there of Mr. Biden’s son Hunter Biden.

Still, some Biden supporters are nervous about how the impeachment process, and any added scrutiny of Hunter Biden’s business affairs, will play out. Some have even discussed creating a super PAC, which the campaign quickly disavowed. Others see in Ms. Warren’s rise as a top rival, with Mr. Sanders in third, an opportunity for Mr. Biden to truly consolidate a donor class that has remained fractured.

Mr. Biden’s ability to attract small donors will be closely scrutinized. In the last 90 days, his campaign ranked 10th among the Democratic presidential candidates for advertising dollars on Facebook, where campaigns often prospect for new contributors. He spent less than one-quarter of what Mr. Buttigieg had spent on the platform in that time, and well less than half of what Ms. Warren and Mr. Sanders had spent, according to Facebook data.

Mr. Biden told donors at a sushi restaurant in Los Angeles last week that he had nearly 670,000 donations overall with an average donation of $46, which would translate to only about $10.8 million this quarter. A Biden campaign official said the former vice president had not presented the “full picture” but declined to elaborate.

A Biden campaign official said Tuesday that the former vice president had “unequivocally’’ raised enough money to be competitive in the primary race, and that details would be released soon.

[Sign up for our politics newsletter and join the conversation around the 2020 presidential race.]

Steve Westly, a bundler for Mr. Biden in California, said that skeptics and critics place too much importance on any one measurement of Mr. Biden’s candidacy."
4,Reid J. Epstein,Political fund-raising is traditionally harder during July and August as the attention of big donors shifts to their summer vacations. Aides to Mr. Buttigieg said he scaled back his fund-raising schedule during August and September to hold more public events … [+1137 chars],The total is a decrease from the last quarter when he topped the field in fund-raising with almost $25 million in donations.,2019-10-01,The New York Times,Pete Buttigieg Raises $19.1 Million in the Third Quarter,https://www.nytimes.com/2019/10/01/us/politics/Pete-Buttigieg-fundraising.html,"Political fund-raising is traditionally harder during July and August as the attention of big donors shifts to their summer vacations. Aides to Mr. Buttigieg said he scaled back his fund-raising schedule during August and September to hold more public events in Iowa, where last week he took reporters on a three-day bus tour.

“Summer’s a little softer than spring for sure,” Mr. Buttigieg said Saturday during a campaign stop in Sparks, Nev. “But we like where we are. And the bottom line is, we have the resources to go the distance. And I think that’ll be one of the biggest things separating the campaigns.”

Mr. Schmuhl’s memo said more than 580,000 individual donors had contributed to the Buttigieg campaign since it launched in January, placing him well above likely thresholds to compete in future presidential debates. It said the campaign had raised more than $51 million since the beginning of the race, with an average donation of about $40. The memo did not reveal how much cash Mr. Buttigieg had remaining at the end of the third quarter.

Minutes after Mr. Buttigieg’s campaign released his total, Mr. Sanders said he had raised $25.3 million for the quarter."
5,Maggie Haberman,"Several Democratic candidates reported far smaller fund-raising amounts for the third quarter on Tuesday. Senator Bernie Sanders of Vermont reported bringing in $25.3 million; Mayor Pete Buttigieg of South Bend, Ind., announced that he had raised $19.1 millio… [+756 chars]",The huge infusion of money confirms that President Trump is building an enormous war chest heading into the 2020 election.,2019-10-01,The New York Times,Trump Campaign and R.N.C. Raise $125 Million in Third Quarter,https://www.nytimes.com/2019/10/01/us/politics/donald-trump-campaign-rnc-fundraising.html,"WASHINGTON — President Trump’s re-election campaign and the Republican National Committee raised a combined $125 million in the last three months, Republican Party officials said on Tuesday, setting a presidential fund-raising record.

The huge infusion of money confirms that the president is building an enormous war chest heading into the 2020 election while the Democrats are set to spend the next several months arguing over their nominee. Mr. Trump’s fund-raising effort included several recent emails, tweets and text messages urging supporters to donate to help protect his presidency after House Democrats announced an impeachment inquiry into the president’s dealings with Ukraine and other matters.

Officials said that the various Trump-related committees have raised a combined $308 million this year, and have $156 million in cash on hand.

The numbers were reported by The Associated Press, and a campaign official confirmed their accuracy."
6,Astead W. Herndon,"This is a campaign that is growing, expanding, and built to win this primary, Mr. Rodriguez said in a statement. We are ready to harness the energy of our thousands of grass-roots volunteers to phone bank, knock doors and turn out the vote for Kamala in these… [+1588 chars]","The California senator raised about half of her total funds from digital fund-raising, a campaign spokesman said.",2019-10-01,The New York Times,"Kamala Harris, Trailing Top Rivals, Raises $11.6 Million in Third Quarter",https://www.nytimes.com/2019/10/01/us/politics/kamala-harris-fundraising.html,"Senator Kamala Harris of California has raised $11.6 million in the past three months, her campaign said on Tuesday, a total that almost identically matches her fund-raising totals from previous quarters, when she also raised around $12 million.

Ms. Harris’s third-quarter number is far below what some other candidates reported this week: Mayor Pete Buttigieg of South Bend, Ind., raised $19.1 million; Senator Bernie Sanders of Vermont announced an eye-popping $25.3 million haul, the largest of any candidate this cycle. Two other top tier candidates, Senator Elizabeth Warren of Massachusetts and former Vice President Joseph R. Biden Jr., have yet to release their third-quarter totals.

Ms. Harris’s total for the second quarter of the year was $11.8 million, helped by a strong online donation push in the final days. This quarter, which included a summer largely spent at a slew of closed-door events and away from the campaign trail , Ms. Harris has seen her financial standing hold steady even as her political prospects fell. Polling now has her increasingly falling behind the race’s top-tier candidates."
7,,"A handful of presidential candidates, eager to demonstrate momentum as the Democratic field narrows, have announced their fund-raising totals for the third quarter of the year July through September. The figures may not reflect what is ultimately filed with t… [+307 chars]",Which 2020 Democrats Raised the Most Money This Summer? The New York Times Sanders hauls in eye-popping $25 million in past three months Fox News Bernie Sanders’ Fund-Raising Haul: $25.3 Million in Third Quarter The New York Times American CEOs deserve a pay …,2019-10-01,The New York Times,Which 2020 Democrats Raised the Most Money This Summer? - The New York Times,https://www.nytimes.com/interactive/2019/10/01/us/politics/democratic-fundraising.html,"A handful of presidential candidates, eager to demonstrate momentum as the Democratic field narrows, have announced their fund-raising totals for the third quarter of the year — July through September. The figures may not reflect what is ultimately filed with the Federal Election Commission.

This page is no longer being updated. View our full coverage here.

Total Raised From Individual Contributions, in Millions Filed with the F.E.C. Announced by campaigns Candidate Raised in Q2 Raised in Q3 Bernie Sanders Sanders 18.0 $18.0 25.3 $25.3 Elizabeth Warren Warren 19.2 $19.2 24.6 $24.6 Pete Buttigieg Buttigieg 24.9 $24.9 19.1 $19.1 Joseph R. Biden Jr. Biden 22.0 $22.0 15.2 $15.2 Kamala Harris Harris 11.8 $11.8 11.6 $11.6 Andrew Yang Yang 2.8 $2.8 10.0 $10.0 Cory Booker Booker 4.5 $4.5 6.0 $6.0 Amy Klobuchar Klobuchar 3.9 $3.9 4.8 $4.8 Beto O'Rourke O'Rourke 3.6 $3.6 4.5 $4.5 Marianne Williamson Williamson 1.5 $1.5 3.1 $3.1 Steve Bullock Bullock 2.1 $2.1 2.3 $2.3 Michael Bennet Bennet 2.8 $2.8 2.1 $2.1 Tom Steyer Steyer (Wasn't in race) (Wasn't in race) 2.0 $2.0

Bernie Sanders has announced the largest haul for a Democratic primary candidate over the three-month period, exhibiting his continued strength with small donors and slightly edging out Elizabeth Warren. The entrepreneur Andrew Yang raised more than three times what he brought in during the previous quarter.

President Trump’s campaign and the Republican National Committee announced that they had raised a combined $125 million in the third quarter for his re-election.

See who led the money race in the first and second quarters of the year."
8,,,"After Bernie Sanders had emergency surgery due to an arterial blockage, renewed questions about his age could benefit the Warren campaign. Image: Cheryl Senter / Associated Press",2019-10-02,The Wall Street Journal,Opinion: Bernie's Heart Ailment Could Give Warren a Boost,https://www.wsj.com/video/opinion-bernie-heart-ailment-could-give-warren-a-boost/3A0E507A-1CFB-45E3-A995-29ABE5014795.html,"9:56

Electric Scooters: Israel’s Two-Wheeled Solution to Traffic and Sabbath

Electric-scooter rental companies are hitting speed bumps in the U.S. over safety and other concerns. But in Tel Aviv, one in 10 residents has rented a Bird e-scooter, and the city appears to be embracing them. WSJ’s Jason Bellini takes a look at the challenges and potential lessons of the e-scooter craze."
9,Eliza Collins,"Sen. Bernie Sanders
had surgery to insert stents to open an artery blockage, his campaign said, after the Democratic presidential candidate experienced chest pain during a campaign event Tuesday night. 
The campaign said Mr. Sanders (I., Vt.) will cancel hi… [+497 chars]",Vermont senator and Democratic presidential candidate cancels events until further notice,2019-10-02,The Wall Street Journal,Sanders Cancels Events ‘Until Further Notice’ Due to Health Issues,https://www.wsj.com/articles/sanders-cancels-events-until-further-notice-due-to-health-issues-11570027592,"Sen. Bernie Sanders had a medical procedure to insert stents to open an artery blockage, his campaign said, after the Democratic presidential candidate experienced chest pain during a campaign event Tuesday night.

The campaign said Mr. Sanders (I., Vt.) will cancel his events and appearances until further notice. The campaign said Mr. Sanders, 78 years old, “is conversing and in good spirits.”

Mr...."
