,author,content,description,publishedAt,source,title,url,full_art
0,Mark Leibovich,"He is still doing some campaigning as it used to exist: talking to people in early-voting states.His audience sizes often number just in the double-digits, which could be viewed as a comedown compared to the thousands that were thronging Mr. ORourke during hi… [+2073 chars]","Oh, and he’s running for president too.",2019-09-23,The New York Times,Beto O’Rourke Wants to Talk Guns With Anyone Who Will Listen,https://www.nytimes.com/2019/09/23/us/politics/beto-orourke-guns-2020.html,"He is still doing some campaigning as it used to exist: talking to people in early-voting states . His audience sizes often number just in the double-digits, which could be viewed as a comedown compared to the thousands that were thronging Mr. O’Rourke during his Senate race last year — including one September rally in Austin featuring Willie Nelson that drew upward of 50,000 people. Did he find this contrast deflating, a reporter asked Mr. O’Rourke after a low-key rally at Keene State College in New Hampshire?

“Oh, I’m really grateful to anyone who would forgo a perfectly fine movie or dinner date to spend some time on a Friday night with a candidate for the presidency,” Mr. O’Rourke replied, offering perhaps the only possible answer a politician could give (what candidate would admit to being “deflated?”).

Mr. O’Rourke still manages to project earnestness with his entire body. He keeps casually dropping in his now-signature profanity because, he explained, being polite and restrained “doesn’t always express the anger o r the urgency that I feel.”

His zigzagging trajectory over the last year can be ordered into pronounced phases. Last fall — the peak of his Beto-Mania Phase — ended in a narrow loss to Mr. Cruz. Nevertheless, the hype persisted. “We did not see that coming,” Mr. O’Rourke said of the continued attention, which ushered in a new phase.

Late on election night, a couple of supporters wandered into Mr. O’Rourke’s El Paso home to commiserate. “They were just these drunk dudes in their teens who were bummed out and decided to come to Beto’s house,” Mr. O’Rourke recalled. “They just walked in and were like ‘Hey dude, we’re just so sorry you lost, can I get a selfie with you?’”

“And I was like, ‘Sure, but you can’t just walk into someone’s house like this.’ And they were like ‘Oh, I’m so sorry, I’m so sorry.’”

Mr. O’Rourke nursed his defeat, set out on a road trip and went to the dentist, live-streaming as he went. He decided to run for president. From the outset, the enterprise seemed to lack definition. He was outshone and overtaken in a crowded field of movement progressives (Bernie Sanders, Elizabeth Warren), an established elder (Joe Biden) and new faces (Pete Buttigieg, Kamala Harris) who seemed brighter than last year’s meteor. He came off shaky and overwhelmed in the first two debates. Beto-mania 2018 seemed far away."
1,Tyler Kepner,"Even though we were morphing into different ball clubs from championship year to championship year, the mantra was the same: It was pitching, defense and timely, professional hitting, said Brian Sabean, the general manager of those teams. And the pitching sid… [+1849 chars]","“This is what I should be doing,” the San Francisco Giants manager said to himself when he ran his first club 30 years ago, a rookie-league team in Spokane, Wash.",2019-09-23,The New York Times,Giants’ Bruce Bochy Bidding Farewell After 3 Titles and Much More,https://www.nytimes.com/2019/09/21/sports/baseball/bruce-bochy-giants.html,"Bochy never knew if he would manage in the majors, he said, but he knew from the start that the job was made for him, whether or not he advanced.

“My first year, I said, ‘This is what I should be doing,’” Bochy said last Wednesday on the bench before his 2,000th career victory that night. “I loved it. Not that I thought I was any good at it, but I wanted to get better at it.”

Bochy was born in Landes de Bussac , France; his father , Gus, was a sergeant major in the United States Army. The family — with three boys and a girl — moved often, including spending about three years in the Panama Canal Zone. Bochy would play sports with his brother Joe, older by three and a half years, and Joe’s friends.

“Our father believed that listening was a great leadership skill, and you didn’t want to be a follower growing up,” said Joe Bochy, who is also retiring this year from a scouting job with the Giants. “You wanted to hang around people smarter than you so you could learn.”

Gus Bochy grew up as a switch-hitting shortstop and filled the home with baseball broadcasts on Armed Forces Radio. He made his sons catchers because they were slow; he would joke that they inherited their lack of speed from their mother, Rose, who once filled in as coach for the Little League team and ran drills when Joe was gone.

Bochy reached the majors with Houston in 1978 , then played briefly for the Mets in 1982 before five seasons with the Padres. He played in two postseason games : in the 1980 National League Championship Series, when the Phillies’ Pete Rose knocked him over with a forearm to the face at the Astrodome (Bochy got right up), and in the 1984 World Series at Tiger Stadium, when Bochy singled in his only at-bat.

That appearance came in the last inning of the series, a sentimental gesture from the Padres’ gruff manager, Dick Williams. Bochy had a gentler personality, and General Manager Jack McKeon — who was also a longtime manager — kept him in the organization after his final season in the minors in 1988."
2,,"A new poll from The Des Moines Register and CNN, released on Saturday night, showed a reordering of the Democratic field. For the first time in The Registers poll this year, Ms. Warren, of Massachusetts, at 22 percent support, led Mr. Biden, who the survey fo… [+1109 chars]","2020 Democrats Go All In on Iowa The New York Times NBC/WSJ poll: A record share of voters dislike Trump personally, but Democrats face challenges of their own NBC News Elizabeth Warren surges and Joe Biden fades in close Iowa race, new poll shows CNN The Tru…",2019-09-22,The New York Times,2020 Democrats Go All In on Iowa - The New York Times,https://www.nytimes.com/2019/09/22/us/politics/2020-election-iowa-democrats.html,"A new poll from The Des Moines Register and CNN, released on Saturday night, showed a reordering of the Democratic field. For the first time in The Register’s poll this year, Ms. Warren, of Massachusetts, at 22 percent support, led Mr. Biden, who the survey found was the first choice of 20 percent of would-be caucusgoers. Mr. Sanders, of Vermont, placed third, at 11 percent, with Mr. Buttigieg at 9 percent and Ms. Harris at 6 percent.

“This is the first major shake-up” of the race, The Register’s pollster, Ann Selzer, told the paper.

The poll found that just one in five likely caucusgoers said they had made up their minds, and 63 percent could still be persuaded to shift their support to someone else.

Ms. Klobuchar, of Minnesota, who was tied for sixth in the poll, said after presiding over the opening of a new campaign office on Friday in Cedar Rapids that there might be more than twice as many tickets out of Iowa as usual.

“You could be No. 6,” Ms. Klobuchar said before the poll results were announced. “I’m really serious, in a 20-person field and people will go, ‘Not bad.’ They’re going to look at who is in the top eight.”

Mr. Buttigieg predicted a smaller number of candidates would survive Iowa.

“I don’t know how many people can emerge, I think that comes down to how many people voters can keep track of,” he said. “I’d be shocked if it’s more than five.”"
3,Maggie Astor,"Former Vice President Joseph R. Biden Jr. will call on Tuesday for impeachment proceedings against President Trump if the president does not comply with congressional requests for information related to Ukraine and other investigations.
In a speech scheduled… [+926 chars]","Mr. Biden will argue in a speech that “if Trump does not comply, Congress has no choice but to impeach,” an aide said. Several other Democratic presidential candidates have called for impeachment.",2019-09-24,The New York Times,Joe Biden Will Back Impeachment if Trump Does Not Cooperate With Congress,https://www.nytimes.com/2019/09/24/us/politics/trump-joe-biden-impeachment.html,"There is no evidence that Mr. Biden, as vice president, intentionally tried to help his son in his dealings with Ukraine, but Hunter Biden’s business career has sporadically drawn attention from political rivals and the media for more than a decade. Associates say Mr. Biden is infuriated by Mr. Trump’s conduct and astonished by the president’s willingness to dismiss some of the most basic ethical lines in American politics.

In Wilmington, Del., Tuesday, Mr. Biden called the president’s actions an “abuse of power’’ that undermined national security, and said he would support impeachment if Mr. Trump did not provide information related to congressional investigations.

In some respects, Mr. Trump’s conduct has reinforced the central message of Mr. Biden’s appeal to Democratic voters: that the country is threatened by an out-of-control presidency, and that ousting Mr. Trump is more important than any other policy goal Democrats might share.

At fund-raisers and other events, Democrats who have spoken with Mr. Biden in recent days say he has largely appeared measured, greeting old friends in his typical effusive style and keeping the focus on his concerns with Mr. Trump’s foreign policy, rather than dwelling on the challenges the moment raises for his family.

Still unclear in this moment of crisis is what conclusions Democratic voters might make about Mr. Biden as an opponent for Mr. Trump, and how a drive for impeachment in Congress might shape the Democratic primary campaign.

Former Gov. Tom Vilsack of Iowa, who saw Mr. Biden at a fund-raiser in Iowa on Saturday, said he believed that Mr. Trump’s dangerous conduct was at the forefront of Mr. Biden’s mind."
4,Mark Leibovich,"He is still doing some campaigning as it used to exist: talking to people in early-voting states.His audience sizes often number just in the double-digits, which could be viewed as a comedown compared to the thousands that were thronging Mr. ORourke during hi… [+2073 chars]","Oh, and he’s running for president too.",2019-09-23,The New York Times,Beto O’Rourke Wants to Talk Guns With Anyone Who Will Listen,https://www.nytimes.com/2019/09/23/us/politics/beto-orourke-guns-2020.html,"He is still doing some campaigning as it used to exist: talking to people in early-voting states . His audience sizes often number just in the double-digits, which could be viewed as a comedown compared to the thousands that were thronging Mr. O’Rourke during his Senate race last year — including one September rally in Austin featuring Willie Nelson that drew upward of 50,000 people. Did he find this contrast deflating, a reporter asked Mr. O’Rourke after a low-key rally at Keene State College in New Hampshire?

“Oh, I’m really grateful to anyone who would forgo a perfectly fine movie or dinner date to spend some time on a Friday night with a candidate for the presidency,” Mr. O’Rourke replied, offering perhaps the only possible answer a politician could give (what candidate would admit to being “deflated?”).

Mr. O’Rourke still manages to project earnestness with his entire body. He keeps casually dropping in his now-signature profanity because, he explained, being polite and restrained “doesn’t always express the anger o r the urgency that I feel.”

His zigzagging trajectory over the last year can be ordered into pronounced phases. Last fall — the peak of his Beto-Mania Phase — ended in a narrow loss to Mr. Cruz. Nevertheless, the hype persisted. “We did not see that coming,” Mr. O’Rourke said of the continued attention, which ushered in a new phase.

Late on election night, a couple of supporters wandered into Mr. O’Rourke’s El Paso home to commiserate. “They were just these drunk dudes in their teens who were bummed out and decided to come to Beto’s house,” Mr. O’Rourke recalled. “They just walked in and were like ‘Hey dude, we’re just so sorry you lost, can I get a selfie with you?’”

“And I was like, ‘Sure, but you can’t just walk into someone’s house like this.’ And they were like ‘Oh, I’m so sorry, I’m so sorry.’”

Mr. O’Rourke nursed his defeat, set out on a road trip and went to the dentist, live-streaming as he went. He decided to run for president. From the outset, the enterprise seemed to lack definition. He was outshone and overtaken in a crowded field of movement progressives (Bernie Sanders, Elizabeth Warren), an established elder (Joe Biden) and new faces (Pete Buttigieg, Kamala Harris) who seemed brighter than last year’s meteor. He came off shaky and overwhelmed in the first two debates. Beto-mania 2018 seemed far away."
5,Tyler Kepner,"Even though we were morphing into different ball clubs from championship year to championship year, the mantra was the same: It was pitching, defense and timely, professional hitting, said Brian Sabean, the general manager of those teams. And the pitching sid… [+1849 chars]","“This is what I should be doing,” the San Francisco Giants manager said to himself when he ran his first club 30 years ago, a rookie-league team in Spokane, Wash.",2019-09-23,The New York Times,Giants’ Bruce Bochy Bidding Farewell After 3 Titles and Much More,https://www.nytimes.com/2019/09/21/sports/baseball/bruce-bochy-giants.html,"Bochy never knew if he would manage in the majors, he said, but he knew from the start that the job was made for him, whether or not he advanced.

“My first year, I said, ‘This is what I should be doing,’” Bochy said last Wednesday on the bench before his 2,000th career victory that night. “I loved it. Not that I thought I was any good at it, but I wanted to get better at it.”

Bochy was born in Landes de Bussac , France; his father , Gus, was a sergeant major in the United States Army. The family — with three boys and a girl — moved often, including spending about three years in the Panama Canal Zone. Bochy would play sports with his brother Joe, older by three and a half years, and Joe’s friends.

“Our father believed that listening was a great leadership skill, and you didn’t want to be a follower growing up,” said Joe Bochy, who is also retiring this year from a scouting job with the Giants. “You wanted to hang around people smarter than you so you could learn.”

Gus Bochy grew up as a switch-hitting shortstop and filled the home with baseball broadcasts on Armed Forces Radio. He made his sons catchers because they were slow; he would joke that they inherited their lack of speed from their mother, Rose, who once filled in as coach for the Little League team and ran drills when Joe was gone.

Bochy reached the majors with Houston in 1978 , then played briefly for the Mets in 1982 before five seasons with the Padres. He played in two postseason games : in the 1980 National League Championship Series, when the Phillies’ Pete Rose knocked him over with a forearm to the face at the Astrodome (Bochy got right up), and in the 1984 World Series at Tiger Stadium, when Bochy singled in his only at-bat.

That appearance came in the last inning of the series, a sentimental gesture from the Padres’ gruff manager, Dick Williams. Bochy had a gentler personality, and General Manager Jack McKeon — who was also a longtime manager — kept him in the organization after his final season in the minors in 1988."
6,Matt Stevens,"The Monmouth poll released Tuesday showed Ms. Warren and Mr. Biden atop the Democratic field in New Hampshire: Ms. Warren had 27 support, and Mr. Biden had 25 percent. Mr. Sanders finished third with 12 percent, followed by Mr. Buttigieg with 10 percent. Ms. … [+1130 chars]","Ms. Gabbard earned 2 percent support in a new poll in New Hampshire, enough to secure a spot on the stage in Ohio next month.",2019-09-24,The New York Times,"Tulsi Gabbard Qualifies for October Debate, Bringing Lineup to 12",https://www.nytimes.com/2019/09/24/us/politics/tulsi-gabbard-debate.html,"To be included in the November debate, candidates must receive donations from at least 165,000 people and must meet one of two polling requirements: They must receive either 3 percent support in four qualifying national or early-state polls, or 5 percent support in two polls in the four early-voting states — Iowa, New Hampshire, Nevada and South Carolina. The five candidates who qualified for the November debate have all passed the donor threshold and met the polling standard with the release of Tuesday’s New Hampshire poll.

The date and location of the November debate have not been announced.

Ms. Gabbard, 38, who was a soldier in Iraq and currently serves as a major in the Hawaii Army National Guard, has made getting out of foreign wars her central campaign promise and is likely to reiterate her message in front of the national television audience that the October debates will provide.

For weeks, Ms. Gabbard was just a few polls short of making the fall debates, and as it became clear she would not be allowed to participate in the September event, her campaign began to publicly question the D.N.C.’s qualification criteria. Like some of her rivals for the nomination, Ms. Gabbard has earned 2 percent support or higher in several polls that the D.N.C. does not count toward debate qualification, and her campaign has argued vociferously that some of them should."
7,Shane Goldmacher,"One unusual appeal sent Tuesday evening suggested that Mr. Bidens sliding poll numbers were a bigger problem than Mr. Trumps foreign dealings.
Look, heres the bad news: Trump is using the Oval Office to pressure a foreign power into interfering in the 2020 e… [+956 chars]","The president and the Democrats may be girding for a constitutional clash, but their campaigns are working to capitalize on the moment with fund-raising appeals.",2019-09-25,The New York Times,How Trump and His 2020 Rivals Are Using the Impeachment Battle to Rake In Cash,https://www.nytimes.com/2019/09/25/us/politics/impeachment-fundraising.html,"The breathless text message from President Trump and his campaign landed soon after Speaker Nancy Pelosi announced a formal impeachment inquiry: “I need you on my Impeachment Defense Team.”

Within three hours of Ms. Pelosi’s announcement on Tuesday, Mr. Trump had raised $1 million, and his campaign manager said on Wednesday that Mr. Trump’s campaign and the Republican National Committee had raised $5 million in 24 hours. “Huge groundswell of support,” wrote Brad Parscale, Mr. Trump’s campaign manager, on Twitter.

The impeachment fight between the Democratic-led House of Representatives and the Trump White House may have initiated a constitutional clash, but for the political operatives involved in the 2020 campaign it also represents a potentially galvanizing moment to pry loose wallets."
8,Maggie Astor,"Former Vice President Joseph R. Biden Jr. will call on Tuesday for impeachment proceedings against President Trump if the president does not comply with congressional requests for information related to Ukraine and other investigations.
In a speech scheduled… [+926 chars]","Mr. Biden will argue in a speech that “if Trump does not comply, Congress has no choice but to impeach,” an aide said. Several other Democratic presidential candidates have called for impeachment.",2019-09-24,The New York Times,Joe Biden Will Back Impeachment if Trump Does Not Cooperate With Congress,https://www.nytimes.com/2019/09/24/us/politics/trump-joe-biden-impeachment.html,"There is no evidence that Mr. Biden, as vice president, intentionally tried to help his son in his dealings with Ukraine, but Hunter Biden’s business career has sporadically drawn attention from political rivals and the media for more than a decade. Associates say Mr. Biden is infuriated by Mr. Trump’s conduct and astonished by the president’s willingness to dismiss some of the most basic ethical lines in American politics.

In Wilmington, Del., Tuesday, Mr. Biden called the president’s actions an “abuse of power’’ that undermined national security, and said he would support impeachment if Mr. Trump did not provide information related to congressional investigations.

In some respects, Mr. Trump’s conduct has reinforced the central message of Mr. Biden’s appeal to Democratic voters: that the country is threatened by an out-of-control presidency, and that ousting Mr. Trump is more important than any other policy goal Democrats might share.

At fund-raisers and other events, Democrats who have spoken with Mr. Biden in recent days say he has largely appeared measured, greeting old friends in his typical effusive style and keeping the focus on his concerns with Mr. Trump’s foreign policy, rather than dwelling on the challenges the moment raises for his family.

Still unclear in this moment of crisis is what conclusions Democratic voters might make about Mr. Biden as an opponent for Mr. Trump, and how a drive for impeachment in Congress might shape the Democratic primary campaign.

Former Gov. Tom Vilsack of Iowa, who saw Mr. Biden at a fund-raiser in Iowa on Saturday, said he believed that Mr. Trump’s dangerous conduct was at the forefront of Mr. Biden’s mind."
9,Vanessa Friedman,"Or that is what Anthony Vaccarello at Saint Laurent seemed to be thinking. (Telfar Clemens, too, at the end of a show that ripped out the seams between tourism and the T-shirt, cargo pants and Jamaican flag knits, the British rapper Lancey Foux came out and a… [+1275 chars]",Plants at Dior! Social media madness at Margiela! Nighttime shenanigans at Saint Laurent!,2019-09-25,The New York Times,The Climate Crisis Crowds the Catwalks,https://www.nytimes.com/2019/09/25/style/dior-saint-laurent-maison-margiela-paris-fashion-week.html,"PARIS — On a rainy morning here, the day after Greta Thunberg issued her end-of-days clarion call at the United Nations, another young woman made an environmental statement of her own that was impossible to ignore.

It took place on the windswept sidelines of the Hippodrome D’Auteuil , on a grassy knoll speckled with wildflowers, where two big aluminum pipes had been laid above ground, along a garbage bag-covered pair of runways. “Imagine … by hiding in caves and shelters deep underground, small, but illustrious groups have survived the Apocalypse — climate wars, heat waves, mass extinction,” read a text handed out at the entrance. Then the Marine Serre show began.

Billowing black moiré anoraks swallowed the head while oily jumpsuits were lit by blinking red hazard lights; leather motocross body suits were spliced with fragments of red scarves and cloudy party dresses patched together from the odds and ends of nighties and shawls and tablecloths. Shells and other found objects swung together on chains. Boxy ladies-who-lunch skirt suits had been made from carefully fringed black toweling, and all of it was marked by the tribal signage of the crescent moon that has become Ms. Serre’s equivalent of a logo. She must be the only designer working who has managed to make her “It” accessory a pair of tights (also, now she’s making underwear; the world may be ending, but business must go on)."
